Description,N,DE,P.DE,FDR,SigGenesInSet
Human papillomavirus infection,330,2,0.641293687650712,1,"LLGL2,PPP2R1A"
Adrenergic signaling in cardiomyocytes,152,1,0.6678084654604235,1,PPP2R1A
Thermogenesis,219,1,0.6696893724376756,1,PRDM16
Phospholipase D signaling pathway,147,1,0.6859395927625249,1,DGKI
Chemokine signaling pathway,192,1,0.6891350643946359,1,GNB1
Hormone signaling,217,1,0.6903889021077046,1,GNB1
Cadherin signaling,403,2,0.6912465504555767,1,"CDH4,TMC7"
Motor proteins,194,1,0.6922047877482433,1,KIF26B
Transcriptional misregulation in cancer,193,1,0.7023792931778173,1,MEIS1
Integrin signaling,153,1,0.703130730213056,1,C3
Human immunodeficiency virus 1 infection,212,1,0.7071526543550998,1,GNB1
Neuroactive ligand signaling,199,1,0.7111018964118383,1,GNB1
Wnt signaling pathway,177,1,0.7213580554733742,1,PPARD
Proteoglycans in cancer,202,1,0.7539559201752102,1,ANK1
Human cytomegalovirus infection,226,1,0.7645739413383639,1,GNB1
Rap1 signaling pathway,210,1,0.786260325050823,1,TEK
Neuroactive ligand-receptor interaction,367,1,0.7933469207659386,1,C3
Amyotrophic lateral sclerosis,352,1,0.8049306023058989,1,NUP93
Cytoskeleton in muscle cells,233,1,0.8084325955373279,1,NRAP
Pathways in cancer,530,2,0.85371969308421225,1,"GNB1,PPARD"
MAPK signaling pathway,299,1,0.8726863543347223,1,TEK
Ascorbate and aldarate metabolism,31,0,0.9999999999999981,1,
Steroid biosynthesis,20,0,0.9999999999999983,1,
Glycosphingolipid biosynthesis - globo and isoglobo series,16,0,0.9999999999999983,1,
Proteasome,46,0,0.9999999999999983,1,
Vitamin B6 metabolism,6,0,0.9999999999999986,1,
Folate biosynthesis,28,0,0.9999999999999986,1,
"Virion - Ebolavirus, Lyssavirus and Morbillivirus",12,0,0.9999999999999986,1,
Other types of O-glycan biosynthesis,49,0,0.9999999999999987,1,
Apoptosis - multiple species,32,0,0.9999999999999987,1,
Non-homologous end-joining,13,0,0.9999999999999988,1,
Circadian rhythm,34,0,0.9999999999999988,1,
"Phenylalanine, tyrosine and tryptophan biosynthesis",6,0,0.9999999999999989,1,
"Valine, leucine and isoleucine degradation",48,0,0.999999999999999,1,
Phenylalanine metabolism,16,0,0.999999999999999,1,
Citrate cycle (TCA cycle),30,0,0.9999999999999991,1,
Virion - Herpesvirus,8,0,0.9999999999999991,1,
Thyroid cancer,37,0,0.9999999999999991,1,
Bladder cancer,41,0,0.9999999999999991,1,
Biotin metabolism,3,0,0.9999999999999992,1,
Glycosaminoglycan biosynthesis - heparan sulfate / heparin,24,0,0.9999999999999993,1,
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,30,0,0.9999999999999993,1,
Collecting duct acid secretion,27,0,0.9999999999999993,1,
Cocaine addiction,49,0,0.9999999999999993,1,
Sulfur metabolism,10,0,0.9999999999999994,1,
Antifolate resistance,30,0,0.9999999999999994,1,
Vasopressin-regulated water reabsorption,44,0,0.9999999999999994,1,
Arginine biosynthesis,23,0,0.9999999999999996,1,
One carbon pool by folate,37,0,0.9999999999999996,1,
Basal transcription factors,43,0,0.9999999999999996,1,
"Alanine, aspartate and glutamate metabolism",37,0,0.9999999999999997,1,
2-Oxocarboxylic acid metabolism,33,0,0.9999999999999997,1,
Glycosaminoglycan biosynthesis - keratan sulfate,14,0,0.9999999999999998,1,
Biosynthesis of various nucleotide sugars,19,0,0.9999999999999998,1,
Glyoxylate and dicarboxylate metabolism,31,0,0.9999999999999998,1,
Thiamine metabolism,15,0,0.9999999999999998,1,
Mismatch repair,23,0,0.9999999999999998,1,
Pantothenate and CoA biosynthesis,21,0,0.9999999999999999,1,
ABC transporters,45,0,0.9999999999999999,1,
Virion - Flavivirus and Alphavirus,6,0,0.9999999999999999,1,
Virion - Lassa virus and SFTS virus,17,0,0.9999999999999999,1,
Pentose phosphate pathway,31,0,1,1,
Primary bile acid biosynthesis,17,0,1,1,
Steroid hormone biosynthesis,65,0,1,1,
Oxidative phosphorylation,122,0,1,1,
Purine metabolism,127,0,1,1,
Caffeine metabolism,6,0,1,1,
Pyrimidine metabolism,57,0,1,1,
Cysteine and methionine metabolism,52,0,1,1,
Arginine and proline metabolism,50,0,1,1,
Histidine metabolism,22,0,1,1,
beta-Alanine metabolism,31,0,1,1,
Phosphonate and phosphinate metabolism,6,0,1,1,
Glutathione metabolism,58,0,1,1,
Glycosaminoglycan degradation,19,0,1,1,
Inositol phosphate metabolism,78,0,1,1,
Arachidonic acid metabolism,62,0,1,1,
Propanoate metabolism,32,0,1,1,
Retinol metabolism,69,0,1,1,
Porphyrin metabolism,46,0,1,1,
Metabolism of xenobiotics by cytochrome P450,77,0,1,1,
Drug metabolism - cytochrome P450,71,0,1,1,
Drug metabolism - other enzymes,82,0,1,1,
Biosynthesis of amino acids,74,0,1,1,
Nucleotide metabolism,83,0,1,1,
Biosynthesis of cofactors,154,0,1,1,
EGFR tyrosine kinase inhibitor resistance,78,0,1,1,
Endocrine resistance,96,0,1,1,
Platinum drug resistance,74,0,1,1,
Ribosome biogenesis in eukaryotes,76,0,1,1,
Ribosome,177,0,1,1,
RNA degradation,78,0,1,1,
Protein export,31,0,1,1,
ATP-dependent chromatin remodeling,115,0,1,1,
Viral life cycle - HIV-1,68,0,1,1,
Virion - Hepatitis viruses,48,0,1,1,
Nucleotide excision repair,62,0,1,1,
Fanconi anemia pathway,53,0,1,1,
ErbB signaling pathway,84,0,1,1,
Calcium signaling pathway,252,0,1,1,
cGMP-PKG signaling pathway,165,0,1,1,
cAMP signaling pathway,225,0,1,1,
Cytokine-cytokine receptor interaction,293,0,1,1,
Viral protein interaction with cytokine and cytokine receptor,99,0,1,1,
NF-kappa B signaling pathway,104,0,1,1,
FoxO signaling pathway,132,0,1,1,
Ubiquitin mediated proteolysis,142,0,1,1,
SNARE interactions in vesicular transport,32,0,1,1,
Autophagy - other,32,0,1,1,
Mitophagy - animal,102,0,1,1,
Autophagy - animal,166,0,1,1,
Peroxisome,83,0,1,1,
mTOR signaling pathway,155,0,1,1,
Integrated stress response (ISR) signaling pathway,51,0,1,1,
Apoptosis,136,0,1,1,
Longevity regulating pathway,89,0,1,1,
Longevity regulating pathway - multiple species,61,0,1,1,
Cellular senescence,155,0,1,1,
Cardiac muscle contraction,83,0,1,1,
Vascular smooth muscle contraction,134,0,1,1,
Notch signaling pathway,62,0,1,1,
Hedgehog signaling pathway,56,0,1,1,
Axon guidance,181,0,1,1,
VEGF signaling pathway,59,0,1,1,
Osteoclast differentiation,134,0,1,1,
Focal adhesion,201,0,1,1,
ECM-receptor interaction,89,0,1,1,
IgSF CAM signaling,296,0,1,1,
Adherens junction,93,0,1,1,
Gap junction,89,0,1,1,
Platelet activation,125,0,1,1,
Toll-like receptor signaling pathway,108,0,1,1,
NOD-like receptor signaling pathway,184,0,1,1,
RIG-I-like receptor signaling pathway,72,0,1,1,
Cytosolic DNA-sensing pathway,82,0,1,1,
C-type lectin receptor signaling pathway,104,0,1,1,
JAK-STAT signaling pathway,163,0,1,1,
Natural killer cell mediated cytotoxicity,125,0,1,1,
IL-17 signaling pathway,93,0,1,1,
B cell receptor signaling pathway,82,0,1,1,
Fc epsilon RI signaling pathway,67,0,1,1,
TNF signaling pathway,118,0,1,1,
Leukocyte transendothelial migration,114,0,1,1,
Long-term potentiation,67,0,1,1,
Synaptic vesicle cycle,78,0,1,1,
Neurotrophin signaling pathway,119,0,1,1,
Taste transduction,85,0,1,1,
Inflammatory mediator regulation of TRP channels,98,0,1,1,
Regulation of actin cytoskeleton,230,0,1,1,
Insulin secretion,86,0,1,1,
GnRH signaling pathway,93,0,1,1,
Estrogen signaling pathway,137,0,1,1,
Melanogenesis,101,0,1,1,
Prolactin signaling pathway,70,0,1,1,
Thyroid hormone signaling pathway,121,0,1,1,
Adipocytokine signaling pathway,70,0,1,1,
Oxytocin signaling pathway,154,0,1,1,
Glucagon signaling pathway,105,0,1,1,
Regulation of lipolysis in adipocytes,58,0,1,1,
Renin secretion,69,0,1,1,
Aldosterone synthesis and secretion,98,0,1,1,
Cortisol synthesis and secretion,65,0,1,1,
"Parathyroid hormone synthesis, secretion and action",115,0,1,1,
GnRH secretion,64,0,1,1,
Insulin resistance,108,0,1,1,
Non-alcoholic fatty liver disease,151,0,1,1,
AGE-RAGE signaling pathway in diabetic complications,100,0,1,1,
Cushing syndrome,155,0,1,1,
"Growth hormone synthesis, secretion and action",121,0,1,1,
Aldosterone-regulated sodium reabsorption,37,0,1,1,
Endocrine and other factor-regulated calcium reabsorption,53,0,1,1,
Salivary secretion,93,0,1,1,
Gastric acid secretion,76,0,1,1,
Pancreatic secretion,101,0,1,1,
Protein digestion and absorption,102,0,1,1,
Bile secretion,89,0,1,1,
Mineral absorption,60,0,1,1,
Cholesterol metabolism,52,0,1,1,
Alzheimer disease,372,0,1,1,
Parkinson disease,253,0,1,1,
Huntington disease,293,0,1,1,
Spinocerebellar ataxia,142,0,1,1,
Prion disease,259,0,1,1,
Pathways of neurodegeneration - multiple diseases,464,0,1,1,
Amphetamine addiction,69,0,1,1,
Bacterial invasion of epithelial cells,77,0,1,1,
Vibrio cholerae infection,50,0,1,1,
Epithelial cell signaling in Helicobacter pylori infection,70,0,1,1,
Pathogenic Escherichia coli infection,198,0,1,1,
Salmonella infection,247,0,1,1,
Yersinia infection,135,0,1,1,
Malaria,50,0,1,1,
Amoebiasis,100,0,1,1,
Hepatitis B,162,0,1,1,
Measles,135,0,1,1,
Chemical carcinogenesis - DNA adducts,70,0,1,1,
MicroRNAs in cancer,318,0,1,1,MIR133A2
Chemical carcinogenesis - receptor activation,216,0,1,1,
Chemical carcinogenesis - reactive oxygen species,211,0,1,1,
Colorectal cancer,86,0,1,1,
Renal cell carcinoma,68,0,1,1,
Pancreatic cancer,76,0,1,1,
Endometrial cancer,58,0,1,1,
Glioma,75,0,1,1,
Prostate cancer,105,0,1,1,
Basal cell carcinoma,63,0,1,1,
Melanoma,72,0,1,1,
Chronic myeloid leukemia,76,0,1,1,
Small cell lung cancer,92,0,1,1,
Non-small cell lung cancer,72,0,1,1,
Breast cancer,147,0,1,1,
Hepatocellular carcinoma,169,0,1,1,
Gastric cancer,149,0,1,1,
PD-L1 expression and PD-1 checkpoint pathway in cancer,89,0,1,1,
Hypertrophic cardiomyopathy,99,0,1,1,
Arrhythmogenic right ventricular cardiomyopathy,86,0,1,1,
Dilated cardiomyopathy,104,0,1,1,
Diabetic cardiomyopathy,189,0,1,1,
Lipid and atherosclerosis,215,0,1,1,
Fluid shear stress and atherosclerosis,141,0,1,1,
Taurine and hypotaurine metabolism,16,0,1.0000000000000002,1,
Mucin type O-glycan biosynthesis,36,0,1.0000000000000002,1,
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,21,0,1.0000000000000002,1,
Terpenoid backbone biosynthesis,24,0,1.0000000000000002,1,
Nicotine addiction,41,0,1.0000000000000002,1,
Fatty acid degradation,43,0,1.0000000000000004,1,
Mannose type O-glycan biosynthesis,23,0,1.0000000000000004,1,
Linoleic acid metabolism,30,0,1.0000000000000004,1,
Butanoate metabolism,27,0,1.0000000000000004,1,
C5-Branched dibasic acid metabolism,2,0,1.0000000000000004,1,
Nicotinate and nicotinamide metabolism,37,0,1.0000000000000004,1,
RNA polymerase,34,0,1.0000000000000004,1,
Virion - Human immunodeficiency virus,5,0,1.0000000000000004,1,
Homologous recombination,41,0,1.0000000000000004,1,
Sulfur relay system,8,0,1.0000000000000004,1,
Proximal tubule bicarbonate reclamation,23,0,1.0000000000000004,1,
Folate transport and metabolism,30,0,1.0000000000000004,1,
Sulfur cycle,2,0,1.0000000000000007,1,
Pentose and glucuronate interconversions,37,0,1.0000000000000009,1,
"Glycine, serine and threonine metabolism",39,0,1.0000000000000009,1,
"Valine, leucine and isoleucine biosynthesis",4,0,1.0000000000000009,1,
Riboflavin metabolism,8,0,1.0000000000000009,1,
Lipoic acid metabolism,19,0,1.0000000000000009,1,
Vitamin digestion and absorption,26,0,1.0000000000000009,1,
African trypanosomiasis,36,0,1.0000000000000009,1,
D-Amino acid metabolism,6,0,1.000000000000001,1,
Virion - Adenovirus,4,0,1.000000000000001,1,
Hippo signaling pathway - multiple species,29,0,1.000000000000001,1,
Tryptophan metabolism,41,0,1.0000000000000013,1,
Selenocompound metabolism,17,0,1.0000000000000013,1,
Glycosphingolipid biosynthesis - ganglio series,15,0,1.0000000000000013,1,
Pyruvate metabolism,49,0,1.0000000000000013,1,
DNA replication,36,0,1.0000000000000013,1,
Maturity onset diabetes of the young,26,0,1.0000000000000013,1,
Fat digestion and absorption,43,0,1.0000000000000013,1,
Base excision repair,44,0,1.0000000000000016,1,
Primary immunodeficiency,36,0,1.0000000000000016,1,
Ubiquinone and other terpenoid-quinone biosynthesis,12,0,1.0000000000000018,1,
alpha-Linolenic acid metabolism,26,0,1.0000000000000018,1,
Virion - Rotavirus,2,0,1.0000000000000018,1,
Renin-angiotensin system,23,0,1.0000000000000018,1,
Cobalamin transport and metabolism,18,0,1.0000000000000018,1,
Nitrogen metabolism,17,0,1.0000000000000022,1,
