ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
BP,negative regulation of mononuclear cell migration,25,2,0.014903108804302182,1,"PLCB1,MIA3"
BP,glycosaminoglycan metabolic process,112,4,0.01501608257790663,1,"B3GNT3,EGF,HEXB,HS2ST1"
BP,ciliary basal body-plasma membrane docking,2,1,0.015030695147805188,1,RAB3IP
BP,histone H3-K4 methylation,20,2,0.015137897462409485,1,"AUTS2,ASH2L"
BP,epithelial cell development,214,6,0.015400239681573927,1,"CDK6,PLCB1,HSD17B4,MYO1E,HYDIN,TJP2"
BP,molybdenum incorporation into molybdenum-molybdopterin complex,1,1,0.015681090515367094,1,GPHN
BP,metal incorporation into metallo-molybdopterin complex,1,1,0.015681090515367094,1,GPHN
MF,molybdopterin adenylyltransferase activity,1,1,0.015681090515367094,1,GPHN
MF,molybdopterin molybdotransferase activity,1,1,0.015681090515367094,1,GPHN
BP,glycine receptor clustering,1,1,0.015681090515367094,1,GPHN
BP,purine nucleoside diphosphate metabolic process,20,2,0.015859416980527216,1,"MAGI3,TJP2"
BP,purine ribonucleoside diphosphate metabolic process,20,2,0.015859416980527216,1,"MAGI3,TJP2"
BP,negative regulation of cell adhesion involved in sprouting angiogenesis,1,1,0.015924865945524988,1,SEMA6A
CC,brush border,107,4,0.016024291400738147,1,"EPS8,MYO1E,CAPZA2,ABCG2"
CC,axonemal central pair projection,1,1,0.0161433219061309,1,HYDIN
BP,very long-chain fatty-acyl-CoA metabolic process,2,1,0.01617018133204398,1,HSD17B4
MF,tRNA-intron endonuclease activity,2,1,0.016200836235866902,1,TSEN2
BP,CD24 biosynthetic process,1,1,0.01622968567825773,1,PLCB1
BP,response to glyceraldehyde,1,1,0.01622968567825773,1,PLCB1
BP,cellular response to glyceraldehyde,1,1,0.01622968567825773,1,PLCB1
BP,regulation of CD24 production,1,1,0.01622968567825773,1,PLCB1
BP,positive regulation of CD24 production,1,1,0.01622968567825773,1,PLCB1
CC,cyclin D2-CDK6 complex,1,1,0.016553166327649586,1,CDK6
CC,H zone,1,1,0.01676530128671409,1,DST
BP,positive regulation of membrane depolarization during cardiac muscle cell action potential,1,1,0.016776566584853214,1,ANK3
CC,nuclear speck,414,8,0.016786046931045604,1,"PLCB1,ZNF638,IL16,WAC,DNAJC11,THOC2,TRIP12,DDX46"
BP,regulation of histone H4 acetylation,1,1,0.016915781509735245,1,AUTS2
BP,positive regulation of histone H4 acetylation,1,1,0.016915781509735245,1,AUTS2
BP,positive regulation of histone H4-K16 acetylation,1,1,0.016915781509735245,1,AUTS2
BP,carbohydrate derivative metabolic process,1022,14,0.016963993896730846,1,"B3GNT3,EGF,FKTN,PLCB1,SLC35A3,MAGI3,THEM5,HEXB,HSD17B4,GALNTL6,ALG13,PAPSS2,TJP2,HS2ST1"
BP,aminoglycan metabolic process,121,4,0.017450687468582513,1,"B3GNT3,EGF,HEXB,HS2ST1"
BP,regulation of cell adhesion involved in sprouting angiogenesis,2,1,0.017684968178046517,1,SEMA6A
BP,angiogenic sprout fusion,2,1,0.017684968178046517,1,SEMA6A
BP,cell adhesion involved in sprouting angiogenesis,2,1,0.017684968178046517,1,SEMA6A
MF,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity,2,1,0.01772091220308716,1,ALG13
BP,protein arginylation,2,1,0.0177687790480304,1,LIAT1
MF,"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity",3,1,0.017895094295658588,1,B3GNT3
BP,negative regulation of monocyte extravasation,2,1,0.018298694756671716,1,PLCB1
MF,UDP-galactose transmembrane transporter activity,3,1,0.018641141830776187,1,SLC35A3
BP,UDP-galactose transmembrane transport,3,1,0.018641141830776187,1,SLC35A3
CC,activin responsive factor complex,3,1,0.0187006975235183,1,SMAD4
BP,sulfate assimilation,2,1,0.018863458742544945,1,PAPSS2
MF,adenylylsulfate kinase activity,2,1,0.018863458742544945,1,PAPSS2
MF,sulfate adenylyltransferase activity,2,1,0.018863458742544945,1,PAPSS2
MF,sulfate adenylyltransferase (ATP) activity,2,1,0.018863458742544945,1,PAPSS2
BP,purine ribonucleoside bisphosphate biosynthetic process,2,1,0.018863458742544945,1,PAPSS2
BP,3'-phosphoadenosine 5'-phosphosulfate biosynthetic process,2,1,0.018863458742544945,1,PAPSS2
CC,costamere,18,2,0.018987899371962613,1,"ANK3,AHNAK"
BP,activation of meiosis involved in egg activation,2,1,0.019327714866884588,1,PLCB1
BP,positive regulation of luteinizing hormone secretion,4,1,0.019337006291211028,1,SMAD4
MF,nucleoside monophosphate kinase activity,20,2,0.0193533717936367,1,"MAGI3,TJP2"
BP,protein-containing complex localization to centriolar satellite,2,1,0.019824068990053168,1,PCM1
CC,signal peptidase complex,5,1,0.01994868367613846,1,SPCS3
BP,renal urate salt excretion,3,1,0.020640664148453027,1,ABCG2
BP,tRNA-type intron splice site recognition and cleavage,3,1,0.020773440392632885,1,TSEN2
MF,(3R)-hydroxyacyl-CoA dehydrogenase (NAD) activity,2,1,0.020812321727967546,1,HSD17B4
MF,"N,N-dimethylaniline monooxygenase activity",5,1,0.021342033450362216,1,FMO2
MF,hypotaurine dehydrogenase activity,5,1,0.021342033450362216,1,FMO2
MF,FBXO family protein binding,2,1,0.021421875368243748,1,CDK6
MF,adenylyltransferase activity,29,2,0.021590997155764645,1,"GPHN,PAPSS2"
BP,GMP metabolic process,27,2,0.021798457618401407,1,"MAGI3,TJP2"
BP,gonad morphogenesis,2,1,0.021868808073636295,1,SMAD4
BP,negative regulation of transporter activity,98,3,0.022044006234113508,1,"GNB5,ANK3,PLN,NDFIP2"
MF,UDP-glycosyltransferase activity,145,4,0.022217517130309384,1,"B3GNT3,HEXB,GALNTL6,ALG13"
BP,positive regulation of cardiac muscle tissue development,2,1,0.022451900967756854,1,CREB1
MF,"beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1,3-acetylglucosaminyltransferase activity",4,1,0.02263689167801765,1,B3GNT3
BP,vacuolar acidification,34,2,0.022955574022640476,1,"DMXL1,DMXL2"
BP,nephrogenic mesenchyme morphogenesis,2,1,0.023123240656996787,1,SMAD4
CC,THO complex,6,1,0.023207473783991107,1,THOC2
CC,THO complex part of transcription export complex,6,1,0.023207473783991107,1,THOC2
BP,establishment of synaptic specificity at neuromuscular junction,2,1,0.02347065252240767,1,GPHN
MF,N-acetyl-beta-D-galactosaminidase activity,3,1,0.023981457169945434,1,HEXB
BP,positive regulation of protein targeting to membrane,28,2,0.024413016460784916,1,"ANK3,C2CD5"
BP,glycoprotein metabolic process,368,7,0.024453414377195025,1,"B3GNT3,FKTN,PLCB1,HEXB,GALNTL6,ALG13,HS2ST1"
BP,TRAM-dependent toll-like receptor signaling pathway,3,1,0.024834496680200657,1,RAB11FIP2
BP,TRAM-dependent toll-like receptor 4 signaling pathway,3,1,0.024834496680200657,1,RAB11FIP2
CC,tRNA-intron endonuclease complex,4,1,0.025574379450711063,1,TSEN2
MF,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity",5,1,0.025676614766833004,1,B3GNT3
MF,G-protein gamma-subunit binding,2,1,0.02578948126238506,1,GNB5
BP,response to absence of light,2,1,0.025854815351869318,1,GNB5
BP,cellular response to absence of light,2,1,0.025854815351869318,1,GNB5
BP,dark adaptation,2,1,0.025854815351869318,1,GNB5
MF,ferroxidase activity,6,1,0.02594849698629676,1,HEPHL1
MF,"oxidoreductase activity, acting on metal ions, oxygen as acceptor",6,1,0.02594849698629676,1,HEPHL1
BP,barbed-end actin filament capping,25,2,0.025966446177150233,1,"EPS8,CAPZA2"
BP,nephrogenic mesenchyme development,3,1,0.026204149429709347,1,SMAD4
BP,protein methylation,80,3,0.026692860170409137,1,"AUTS2,SETD2,ASH2L"
BP,protein alkylation,80,3,0.026692860170409137,1,"AUTS2,SETD2,ASH2L"
BP,ribonucleoside diphosphate metabolic process,30,2,0.02684325414878102,1,"MAGI3,TJP2"
BP,response to ionomycin,3,1,0.027017673713857392,1,PLCB1
BP,cellular response to ionomycin,3,1,0.027017673713857392,1,PLCB1
BP,negative regulation of cation channel activity,49,2,0.0274033433198328,1,"GNB5,ANK3"
BP,heterochromatin boundary formation,2,1,0.027658550919843535,1,TRIP12
BP,maintenance of protein location in membrane,2,1,0.027863424232045495,1,ANK3
BP,maintenance of protein location in plasma membrane,2,1,0.027863424232045495,1,ANK3
BP,cellular response to monosaccharide stimulus,139,4,0.0278653440256815,1,"RAB11FIP2,PLCB1,ZBTB20,SMAD4"
MF,UDP-N-acetylglucosamine transmembrane transporter activity,4,1,0.027967183676987483,1,SLC35A3
BP,UDP-N-acetylglucosamine transmembrane transport,4,1,0.027967183676987483,1,SLC35A3
BP,glycoprotein biosynthetic process,298,6,0.028030423246134518,1,"B3GNT3,FKTN,PLCB1,GALNTL6,ALG13,HS2ST1"
BP,male gonad development,149,4,0.028057411380488336,1,"ZFPM2,HSD17B4,SMAD4,CSMD1"
MF,odorant binding,107,2,0.028805160761152113,1,"OR8U1,OR5AR1,OR8U8"
BP,regulation of follicle-stimulating hormone secretion,6,1,0.0288150154255836,1,SMAD4
BP,positive regulation of follicle-stimulating hormone secretion,6,1,0.0288150154255836,1,SMAD4
BP,regulation of calcium ion transmembrane transporter activity,79,3,0.02884699588983936,1,"GNB5,PLN,AHNAK,AKAP6"
BP,phosphatidylinositol catabolic process,2,1,0.028910930091856364,1,PLCB1
BP,chondroitin sulfate catabolic process,4,1,0.02896665903532533,1,HEXB
BP,cellular response to fluoride,2,1,0.029191348313943995,1,PLCB1
BP,development of primary male sexual characteristics,150,4,0.029340817657966273,1,"ZFPM2,HSD17B4,SMAD4,CSMD1"
BP,regulation of retrograde trans-synaptic signaling by endocanabinoid,3,1,0.029463344381910395,1,PLCB1
BP,gamma-aminobutyric acid receptor clustering,4,1,0.02989765014184359,1,GPHN
BP,dermatan sulfate catabolic process,4,1,0.029982217330191397,1,HEXB
BP,amino disaccharide catabolic process,4,1,0.029982217330191397,1,HEXB
MF,biotin transmembrane transporter activity,3,1,0.030158693874198336,1,ABCG2
BP,biotin transport,3,1,0.030158693874198336,1,ABCG2
BP,membrane organization,807,12,0.030255087132949828,1,"GPHN,EXOC5,PITPNC1,ANK3,MIA3,PMP2,ATG2B,DNAJC11,AHNAK,ATP8B4,NRXN1,C2CD5"
MF,GTPase binding,312,7,0.03072871949762266,1,"EXOC5,RAB3IP,EPS8,RAB11FIP2,DMXL2,IPO11,MARCHF5"
BP,gonadal mesoderm development,7,1,0.031095072004790027,1,ZFPM2
BP,regulation of voltage-gated calcium channel activity,35,2,0.031124151633161234,1,"GNB5,AHNAK"
MF,nitrate reductase activity,3,1,0.03130825992369984,1,GPHN
MF,aminoacylase activity,6,1,0.0313617472791455,1,DARS1
BP,carbohydrate transport,157,4,0.03150918730690871,1,"SLC35A1,SLC5A10,SLC35A3,C2CD5"
BP,hyaluronan metabolic process,34,2,0.031535552997731114,1,"EGF,HEXB"
BP,positive regulation of gonadotropin secretion,7,1,0.03200261614416461,1,SMAD4
BP,sulfur compound metabolic process,313,6,0.03205900222731112,1,"B3GNT3,THEM5,HEXB,HSD17B4,PAPSS2,HS2ST1"
BP,negative regulation of protein depolymerization,70,3,0.032363857605205194,1,"EPS8,CAPZA2,NAV3"
BP,neuroblast division in subventricular zone,3,1,0.03238056305263901,1,AKNA
BP,positive regulation of interleukin-12 production,43,2,0.032404485654820556,1,"PLCB1,IL16"
BP,negative regulation of bile acid biosynthetic process,4,1,0.03265671946948199,1,MALRD1
BP,negative regulation of bile acid metabolic process,4,1,0.03265671946948199,1,MALRD1
BP,cell proliferation in forebrain,27,2,0.0326984925242534,1,"PCM1,AKNA"
MF,"RNA endonuclease activity, producing 3'-phosphomonoesters",7,1,0.03296947182161447,1,TSEN2
BP,poly-N-acetyllactosamine biosynthetic process,5,1,0.033018228159916216,1,B3GNT3
BP,outflow tract septum morphogenesis,24,2,0.03329644084129206,1,"ZFPM2,SMAD4"
MF,beta-N-acetylhexosaminidase activity,5,1,0.03339192854420912,1,HEXB
BP,cell proliferation involved in heart valve morphogenesis,3,1,0.03358330719292802,1,SMAD4
BP,regulation of cell proliferation involved in heart valve morphogenesis,3,1,0.03358330719292802,1,SMAD4
BP,oxygen metabolic process,6,1,0.03363425874453345,1,FMO2
BP,regulation of protein targeting to membrane,34,2,0.03413809535484846,1,"ANK3,C2CD5"
BP,ribosomal protein import into nucleus,4,1,0.03435420506969571,1,IPO11
BP,positive regulation of cell proliferation involved in heart morphogenesis,5,1,0.03457263732792983,1,SMAD4
BP,post-embryonic hemopoiesis,4,1,0.03501133845057873,1,MYO1E
BP,regulation of luteinizing hormone secretion,6,1,0.035076389483822794,1,SMAD4
BP,negative regulation of female gonad development,3,1,0.03513194633182553,1,ZFPM2
BP,positive regulation of cardiac muscle tissue growth,36,2,0.035160000457431305,1,"ZFPM2,AKAP6"
MF,"phosphotransferase activity, phosphate group as acceptor",36,2,0.0355147131778799,1,"MAGI3,TJP2"
BP,negative regulation of JNK cascade,37,2,0.03576976869453832,1,"FKTN,TAOK3"
CC,ATF4-CREB1 transcription factor complex,4,1,0.03580558022168788,1,CREB1
BP,regulation of membrane depolarization during cardiac muscle cell action potential,5,1,0.03634862220293092,1,ANK3
BP,right ventricular cardiac muscle tissue morphogenesis,3,1,0.03654840606280402,1,ZFPM2
MF,spectrin binding,26,2,0.03672255911689951,1,"EPB41L2,ANK3"
BP,negative regulation of hematopoietic stem cell differentiation,5,1,0.0368129512035606,1,N4BP2L2
BP,regulation of plasma membrane bounded cell projection assembly,202,5,0.036871750239813664,1,"RAB3IP,EPS8,AUTS2,TENM2,ODF2L"
BP,positive regulation of cell communication by electrical coupling,3,1,0.03693469467646294,1,ANK3
MF,riboflavin transmembrane transporter activity,6,1,0.0370534068569028,1,ABCG2
BP,riboflavin transport,6,1,0.0370534068569028,1,ABCG2
BP,positive regulation of striated muscle tissue development,3,1,0.037208257755543234,1,CREB1
BP,positive regulation of muscle organ development,3,1,0.037208257755543234,1,CREB1
BP,cellular response to carbohydrate stimulus,150,4,0.03721742962540254,1,"RAB11FIP2,PLCB1,ZBTB20,SMAD4"
BP,vasculogenesis,83,3,0.03762415664267082,1,"ZFPM2,SETD2,MYO1E"
BP,poly-N-acetyllactosamine metabolic process,6,1,0.03770729028166572,1,B3GNT3
BP,conditioned place preference,4,1,0.03771017008879682,1,CSMD1
CC,centriole,156,4,0.03780009997205265,1,"PCM1,ODF2L,CEP76,AKNA"
BP,light adaption,5,1,0.03781959020141559,1,GNB5
BP,positive regulation of cell growth involved in cardiac muscle cell development,8,1,0.03789862080066332,1,AKAP6
BP,regulation of potassium ion transmembrane transport,86,3,0.03790242153565994,1,"ANK3,KCNIP4,AKAP6"
BP,macromolecule localization,2967,32,0.03792475579149864,1,"GPHN,EXOC5,RAB3IP,BMPER,EGF,EPB41L2,RAB11FIP2,PLCB1,PITPNC1,GPM6B,ANK3,SETD2,HEXB,UBAC2,MIA3,PCM1,IPO11,PMP2,NDFIP2,MARCHF5,AFTPH,ODR4,ATG2B,THOC2,RB1,SPCS3,ATP8B4,KCNIP4,NRXN1,TJP2,ABCG2,AKAP6,C2CD5"
BP,NADPH oxidation,5,1,0.038012214774110056,1,FMO2
BP,nucleoside diphosphate metabolic process,37,2,0.03803843673472589,1,"MAGI3,TJP2"
BP,Mo-molybdopterin cofactor biosynthetic process,6,1,0.038071122551851425,1,GPHN
BP,Mo-molybdopterin cofactor metabolic process,6,1,0.038071122551851425,1,GPHN
BP,molybdopterin cofactor biosynthetic process,6,1,0.038071122551851425,1,GPHN
BP,molybdopterin cofactor metabolic process,6,1,0.038071122551851425,1,GPHN
BP,prosthetic group metabolic process,6,1,0.038071122551851425,1,GPHN
BP,cardiolipin acyl-chain remodeling,6,1,0.03822960122542755,1,THEM5
BP,left ventricular cardiac muscle tissue morphogenesis,4,1,0.03827745895875004,1,SMAD4
BP,regulation of cell projection assembly,204,5,0.038343455008096404,1,"RAB3IP,EPS8,AUTS2,TENM2,ODF2L"
BP,positive regulation of hyaluronan biosynthetic process,4,1,0.03837251775655633,1,EGF
BP,courtship behavior,3,1,0.03837404969058996,1,HEXB
BP,negative regulation of neurotransmitter uptake,3,1,0.038838119410429285,1,GPM6B
BP,negative regulation of serotonin uptake,3,1,0.038838119410429285,1,GPM6B
BP,oviduct epithelium development,3,1,0.03910975969829038,1,CSMD1
BP,ventricular system development,33,2,0.03917941554273626,1,"CDK6,HYDIN"
BP,male mating behavior,6,1,0.03950869719925229,1,HEXB
BP,penetration of zona pellucida,9,1,0.040046103724566566,1,HEXB
CC,nuclear envelope,487,8,0.04009845382767652,1,"PLCB1,LMO7,PCM1,IPO11,DST,NAV3,NRXN1,AKAP6"
MF,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen",7,1,0.04025996237392514,1,AGMO
BP,negative regulation of plasma membrane bounded cell projection assembly,38,2,0.04033219775937259,1,"RAB3IP,ODF2L"
CC,cell cortex,305,7,0.040398366835248424,1,"EXOC5,EPB41L2,EPS8,MYO1E,DST,CAPZA2,C2CD5"
CC,cortical granule,6,1,0.04061900075554408,1,HEXB
BP,follicle-stimulating hormone secretion,8,1,0.040795690854906946,1,SMAD4
BP,medium-chain fatty-acyl-CoA metabolic process,6,1,0.040821936196829375,1,HSD17B4
BP,maintenance of location in cell,234,5,0.041295905046748356,1,"PLCB1,ANK3,HEXB,HTR2C,PLN,AKAP6"
CC,membrane,9125,78,0.04139201857317382,1,"LPAR6,GPHN,B3GNT3,SLC35A1,GNB5,SLC5A10,TMEM68,TMCO5A,NFXL1,GRK3,DARS1,DIO2,EGF,EPB41L2,EPS8,OR8U1,OR5AR1,RTKN2,FKTN,RAB11FIP2,MYO16,PLCB1,FMO2,DMXL2,SLC35A3,TMEM244,GABRA6,FRMD3,C2CD2,ATRNL1,MAGI3,GPM6B,ANK3,ABR,HEXB,HSD17B4,HTR2C,UBAC2,TMEM202,MALRD1,HEPHL1,IL16,MIA3,AGMO,LMO7,MMP16,GALNTL6,OR2B3,MYO1E,OR8U8,PCM1,TAOK3,PLN,NDFIP2,MARCHF5,AFTPH,ODR4,ATG2B,DNAJC11,TENM2,SEMA6A,SPCS3,CSMD1,DST,AHNAK,ALG13,ATP8B4,KCNIP4,AKNA,SLC35G2,CAPZA2,TM2D1,NAV3,CCPG1,NRXN1,TJP2,ABCG2,AKAP6,HS2ST1,C2CD5,DDX46,TNFSF15"
BP,cell proliferation involved in heart valve development,4,1,0.04142249624245006,1,SMAD4
BP,collagen catabolic process,44,2,0.0416800090371674,1,"MMP10,MMP16"
BP,regulation of hematopoietic progenitor cell differentiation,40,2,0.0418064356018733,1,"CDK6,N4BP2L2"
BP,negative regulation of protein-containing complex disassembly,80,3,0.04192113853493571,1,"EPS8,CAPZA2,NAV3"
BP,kidney mesenchyme morphogenesis,4,1,0.04203300318083741,1,SMAD4
BP,metanephric mesenchyme morphogenesis,4,1,0.04203300318083741,1,SMAD4
BP,purine ribonucleoside monophosphate metabolic process,40,2,0.04228338702891121,1,"MAGI3,TJP2"
BP,translocation of molecules into host,8,1,0.0423750082249688,1,THOC2
BP,viral mRNA export from host cell nucleus,8,1,0.0423750082249688,1,THOC2
BP,cell migration involved in vasculogenesis,4,1,0.04260600283595936,1,SETD2
CC,microtubule end,34,2,0.04278673097190851,1,"DST,NAV3"
MF,sulfate binding,6,1,0.042874301709969954,1,SMAD4
BP,hematopoietic stem cell differentiation,36,2,0.04328083682838144,1,"CDK6,N4BP2L2"
BP,negative regulation of lipid metabolic process,112,3,0.04335982807459145,1,"FMO2,MALRD1,CRTC3"
BP,histone H3-K36 methylation,3,1,0.043424462881868096,1,SETD2
BP,histone H3-K36 dimethylation,3,1,0.043424462881868096,1,SETD2
BP,fatty-acyl-CoA metabolic process,39,2,0.043452321819671166,1,"THEM5,HSD17B4"
BP,regulation of metal ion transport,395,7,0.043474081599963035,1,"GNB5,EGF,ANK3,IL16,PLN,AHNAK,KCNIP4,AKAP6"
BP,response to fluoride,4,1,0.04354871234138882,1,PLCB1
BP,negative regulation of MAPK cascade,175,4,0.04394911413607998,1,"FKTN,SMAD4,TAOK3,SEMA6A"
BP,purine nucleoside monophosphate metabolic process,42,2,0.04458412418740314,1,"MAGI3,TJP2"
BP,negative regulation of organelle assembly,45,2,0.044719784410035476,1,"SMAD4,ODF2L"
CC,axonemal central apparatus,4,1,0.04472406720424005,1,HYDIN
MF,3-hydroxyacyl-CoA dehydratase activity,7,1,0.04525159483159195,1,HSD17B4
BP,positive regulation of delayed rectifier potassium channel activity,4,1,0.04529788318507629,1,AKAP6
BP,negative regulation of gonad development,4,1,0.046005400630589076,1,ZFPM2
MF,glucose:sodium symporter activity,7,1,0.04600705065717959,1,SLC5A10
BP,male sex differentiation,173,4,0.046034276666342626,1,"ZFPM2,HSD17B4,SMAD4,CSMD1"
BP,gephyrin clustering involved in postsynaptic density assembly,5,1,0.046293557140415956,1,NRXN1
BP,positive regulation of Rac protein signal transduction,5,1,0.04694041759687144,1,AUTS2
BP,monoatomic cation homeostasis,598,9,0.04723564195578348,1,"DMXL1,PLCB1,DMXL2,ANK3,HEXB,HTR2C,HEPHL1,SMAD4,PLN,AKAP6"
BP,neuroligin clustering involved in postsynaptic membrane assembly,3,1,0.047325002266638536,1,NRXN1
BP,negative regulation of filopodium assembly,5,1,0.047400302115081054,1,RAB3IP
BP,positive regulation of plasma membrane repair,4,1,0.047743617200231674,1,AHNAK
BP,protein O-linked glycosylation,96,3,0.04775672758565448,1,"B3GNT3,FKTN,GALNTL6"
BP,regulation of cardiac muscle tissue development,5,1,0.04812974898600681,1,CREB1
BP,axonemal central apparatus assembly,6,1,0.048136494758528756,1,HYDIN
BP,positive regulation of heart growth,40,2,0.04816440924213522,1,"ZFPM2,AKAP6"
MF,hexosyltransferase activity,195,4,0.048429783850590796,1,"B3GNT3,HEXB,GALNTL6,ALG13"
MF,phosphatidic acid transfer activity,7,1,0.04893794125744978,1,PITPNC1
BP,postsynaptic membrane organization,39,2,0.048955569500535985,1,"GPHN,NRXN1"
BP,regulation of protein depolymerization,86,3,0.049112352178230526,1,"EPS8,CAPZA2,NAV3"
BP,regulation of serotonin uptake,4,1,0.049138943707655064,1,GPM6B
BP,positive regulation of behavioral fear response,6,1,0.04915517576414989,1,NPAS2
BP,regulation of calcium ion transport,249,5,0.04920007044040464,1,"GNB5,EGF,IL16,PLN,AHNAK,AKAP6"
BP,regulation of testosterone biosynthetic process,7,1,0.04962423387935936,1,CREB1
CC,"proteasome core complex, alpha-subunit complex",8,1,0.05017219593237932,1,PSMA1
MF,3-hydroxyacyl-CoA dehydrogenase activity,7,1,0.050252221435298186,1,HSD17B4
BP,female gonad development,101,3,0.05026746172519732,1,"ZFPM2,SMAD4,CSMD1"
BP,regulation of glycoprotein biosynthetic process,55,2,0.05032150924440008,1,"FKTN,PLCB1"
BP,intracellular monoatomic cation homeostasis,523,8,0.05033496069823389,1,"DMXL1,PLCB1,DMXL2,HEXB,HTR2C,HEPHL1,SMAD4,PLN,AKAP6"
BP,regulation of membrane depolarization during action potential,6,1,0.050363857298041784,1,ANK3
BP,activation of meiosis,6,1,0.05097749502516067,1,PLCB1
BP,ganglioside catabolic process,7,1,0.05119196800597618,1,HEXB
MF,molybdopterin cofactor binding,6,1,0.051433190823893624,1,GPHN
MF,copper ion binding,61,2,0.05182318311626562,1,"OR5AR1,HEPHL1"
BP,retrograde trans-synaptic signaling by lipid,5,1,0.05232677503004585,1,PLCB1
BP,retrograde trans-synaptic signaling by endocannabinoid,5,1,0.05232677503004585,1,PLCB1
BP,monoatomic ion homeostasis,607,9,0.05232872410907234,1,"DMXL1,PLCB1,DMXL2,ANK3,HEXB,HTR2C,HEPHL1,SMAD4,PLN,AKAP6"
MF,nucleobase-containing compound kinase activity,43,2,0.052362446300102436,1,"MAGI3,TJP2"
