ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
MF,mannosidase activity,15,2,0.0036827708141470294,1,"MAN2A1,MAN2B1"
BP,glucose metabolic process,193,5,0.0039008366746522234,1,"FOXK1,GAA,HK2,PDK1,PPARD"
BP,meiotic spindle elongation,1,1,0.0040559056311055735,1,PPP2R1A
CC,cytoskeleton,2379,24,0.004392852625080627,1,"OSBPL10,FLACC1,FBXL13,TMEM9,HSPB7,CCDC57,ANK1,HOOK2,HK2,HLA-DRB1,CATIP,CFAP77,LLGL2,CCDC40,KIF26B,PPP2R1A,CTNNBL1,SPTB,TEK,TNS1,MAD1L1,BRSK2,SH3PXD2A,NUP93"
BP,oligosaccharide metabolic process,69,3,0.004675746567568107,1,"ST3GAL6,GAA,MAN2B1"
BP,positive regulation of viral life cycle,24,2,0.00504164701353489,1,"HLA-DRB1,TMPRSS4"
BP,negative regulation of growth rate,1,1,0.005072929735382211,1,TMPRSS4
CC,primary lysosome,153,4,0.005234891560630922,1,"GAA,MAN2B1,C3,LPCAT1"
CC,azurophil granule,153,4,0.005234891560630922,1,"GAA,MAN2B1,C3,LPCAT1"
CC,ER to Golgi transport vesicle membrane,61,3,0.00538541228659862,1,"HLA-DQA1,HLA-DQB1,HLA-DRB1"
BP,vacuolar sequestering,1,1,0.0059693467190682055,1,GAA
CC,autolysosome lumen,1,1,0.0059693467190682055,1,GAA
BP,vacuole organization,230,5,0.0063985490247682845,1,"TMEM9,GAA,HOOK2,MAN2A1,OCA2"
CC,Golgi stack,147,4,0.0067327373371385,1,"SGMS1,MAN2A1,ZDHHC14,ASAP2"
BP,regulation of lysosomal lumen pH,30,2,0.006963840564549137,1,"TMEM9,OCA2"
BP,NADH regeneration,18,2,0.007076539510021691,1,"FOXK1,HK2"
BP,canonical glycolysis,18,2,0.007076539510021691,1,"FOXK1,HK2"
BP,glucose catabolic process to pyruvate,18,2,0.007076539510021691,1,"FOXK1,HK2"
CC,clathrin-coated endocytic vesicle membrane,71,3,0.007231237224751834,1,"HLA-DQA1,HLA-DQB1,HLA-DRB1"
BP,antigen processing and presentation of peptide antigen,69,3,0.007279025970221884,1,"HLA-DQA1,HLA-DQB1,HLA-DRB1"
MF,S-acyltransferase activity,29,2,0.007465679884878321,1,"FASN,ZDHHC14"
MF,"hydrolase activity, hydrolyzing O-glycosyl compounds",91,3,0.0075060162690478195,1,"GAA,MAN2A1,MAN2B1"
MF,"beta-galactoside alpha-2,3-sialyltransferase activity",1,1,0.007572519847433438,1,ST3GAL6
BP,insulin secretion involved in cellular response to glucose stimulus,64,3,0.007638245320730506,1,"HLA-DRB1,PTPRN2,BRSK2"
MF,C5a anaphylatoxin chemotactic receptor binding,1,1,0.007772356021977197,1,C3
MF,C5L2 anaphylatoxin chemotactic receptor binding,1,1,0.007772356021977197,1,C3
BP,glycolytic process through glucose-6-phosphate,20,2,0.007953056872679477,1,"FOXK1,HK2"
MF,isoleucine-tRNA ligase activity,2,1,0.007967929166502834,1,IARS1
BP,isoleucyl-tRNA aminoacylation,2,1,0.007967929166502834,1,IARS1
MF,carbohydrate binding,271,5,0.008506144028631962,1,"GAA,HK2,HLA-DRB1,MAN2A1,MAN2B1"
CC,CAF-1 complex,3,1,0.008534432864764142,1,CHAF1B
BP,diaphragm contraction,2,1,0.008587409054631885,1,GAA
BP,regulation of meiotic cell cycle process involved in oocyte maturation,2,1,0.00861677339825816,1,PPP2R1A
BP,endosome organization,96,3,0.008742017297700267,1,"TMEM9,HOOK2,PLEKHF1"
MF,linoleic acid binding,1,1,0.008946143047372792,1,PPARD
BP,carbohydrate metabolic process,567,8,0.009132044614427163,1,"ST3GAL6,FOXK1,GAA,HK2,MAN2A1,MAN2B1,PDK1,PPARD"
MF,phosphatidylinositol-5-phosphate binding,20,2,0.009308360602022031,1,"PLEKHF1,SH3PXD2A"
BP,cellular lipid metabolic process,1000,11,0.009468541647518407,1,"ST3GAL6,OSBPL10,FASN,SGMS1,PDK1,PPARD,PPP2R1A,ACOT1,C3,LPCAT1,DGKI"
BP,iron ion transmembrane transport,31,2,0.009575822892116927,1,"SCARA5,STEAP3"
BP,definitive hemopoiesis,20,2,0.009804903651639914,1,"MEIS1,TEK"
BP,glycolytic process through fructose-6-phosphate,24,2,0.009836672825259246,1,"FOXK1,HK2"
BP,humoral immune response,241,4,0.010356672390413404,1,"SPAG11B,HLA-DQB1,HLA-DRB1,C3"
BP,carbohydrate catabolic process,162,4,0.01040935498037538,1,"FOXK1,GAA,HK2,MAN2B1"
MF,fatty acid synthase activity,1,1,0.011153873919471553,1,FASN
MF,[acyl-carrier-protein] S-acetyltransferase activity,1,1,0.011153873919471553,1,FASN
MF,(3R)-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity,1,1,0.011153873919471553,1,FASN
MF,(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity,1,1,0.011153873919471553,1,FASN
MF,(3R)-3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity,1,1,0.011153873919471553,1,FASN
MF,enoyl-[acyl-carrier-protein] reductase activity,1,1,0.011153873919471553,1,FASN
MF,(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity,1,1,0.011153873919471553,1,FASN
MF,phosphopantetheine binding,1,1,0.011153873919471553,1,FASN
MF,"enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity",1,1,0.011153873919471553,1,FASN
MF,(3R)-hydroxybutanoyl-[acyl-carrier-protein] hydratase activity,1,1,0.011153873919471553,1,FASN
MF,(3R)-3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity,1,1,0.011153873919471553,1,FASN
BP,myeloid dendritic cell antigen processing and presentation,2,1,0.011599614185248134,1,HLA-DRB1
BP,antigen processing and presentation of endogenous peptide antigen via MHC class II,2,1,0.011599614185248134,1,HLA-DRB1
BP,maltose metabolic process,3,1,0.011789679488403837,1,GAA
MF,"alpha-1,4-glucosidase activity",3,1,0.011789679488403837,1,GAA
MF,maltose alpha-glucosidase activity,3,1,0.011789679488403837,1,GAA
BP,sucrose metabolic process,3,1,0.011854277358212203,1,GAA
CC,COPII-coated ER to Golgi transport vesicle,91,3,0.01243059711601578,1,"HLA-DQA1,HLA-DQB1,HLA-DRB1"
BP,"meiotic sister chromatid cohesion, centromeric",4,1,0.012668498715755844,1,PPP2R1A
MF,ferritin receptor activity,1,1,0.012712850985762475,1,SCARA5
BP,cellular homeostasis,812,10,0.01303711513528458,1,"FOXK1,TMEM9,GAA,SCARA5,HK2,HLA-DRB1,OCA2,JPH3,PTPRN2,BRSK2"
CC,late endosome membrane,169,4,0.01315858357598038,1,"TMEM9,HLA-DQA1,HLA-DQB1,HLA-DRB1"
CC,clathrin-coated endocytic vesicle,89,3,0.013162696506126788,1,"HLA-DQA1,HLA-DQB1,HLA-DRB1"
BP,positive regulation of activation of membrane attack complex,2,1,0.013268621509036686,1,C3
BP,glucose catabolic process,27,2,0.013353559379813243,1,"FOXK1,HK2"
MF,iodide peroxidase activity,1,1,0.013507388958711284,1,TPO
MF,haloperoxidase activity,1,1,0.013507388958711284,1,TPO
MF,halogenase activity,1,1,0.013507388958711284,1,TPO
BP,glucose homeostasis,249,5,0.013509495370690832,1,"FOXK1,HK2,HLA-DRB1,PTPRN2,BRSK2"
MF,oleoyl-[acyl-carrier-protein] hydrolase activity,2,1,0.013728483436705153,1,FASN
MF,myristoyl-[acyl-carrier-protein] hydrolase activity,2,1,0.013728483436705153,1,FASN
MF,palmitoyl-[acyl-carrier-protein] hydrolase activity,2,1,0.013728483436705153,1,FASN
MF,acyl-[acyl-carrier-protein] hydrolase activity,2,1,0.013728483436705153,1,FASN
MF,3-oxoacyl-[acyl-carrier-protein] synthase activity,2,1,0.013756671433201789,1,FASN
CC,sarcoplasmic reticulum,73,3,0.013767794972809597,1,"ANK1,HK2,JPH3"
MF,[acyl-carrier-protein] S-malonyltransferase activity,2,1,0.01378525385480534,1,FASN
MF,S-malonyltransferase activity,2,1,0.01378525385480534,1,FASN
MF,malonyltransferase activity,2,1,0.01378525385480534,1,FASN
BP,carbohydrate homeostasis,250,5,0.013819187761262593,1,"FOXK1,HK2,HLA-DRB1,PTPRN2,BRSK2"
CC,outer dense fiber,5,1,0.014080725709302673,1,FLACC1
MF,1-alkylglycerophosphocholine O-acyltransferase activity,1,1,0.014134096433738938,1,LPCAT1
BP,negative regulation of phosphatidylcholine biosynthetic process,1,1,0.014134096433738938,1,LPCAT1
CC,transport vesicle membrane,231,5,0.014277434734682857,1,"HLA-DQA1,HLA-DQB1,HLA-DRB1,PTPRN2,DGKI"
CC,MAD1 complex,1,1,0.014321666732806347,1,MAD1L1
MF,phosphatidylinositol-4-phosphate binding,29,2,0.014432242537197729,1,"PLEKHF1,SH3PXD2A"
MF,S-acetyltransferase activity,2,1,0.014653235236066089,1,FASN
MF,thiolester hydrolase activity,40,2,0.014910993613136227,1,"FASN,ACOT1"
BP,vertebrate eye-specific patterning,3,1,0.014933759109413601,1,C3
BP,protein secretion,365,6,0.015062656247882458,1,"HLA-DRB1,LLGL2,FAM3B,STEAP3,PTPRN2,BRSK2"
BP,establishment of protein localization to extracellular region,366,6,0.015131193019544917,1,"HLA-DRB1,LLGL2,FAM3B,STEAP3,PTPRN2,BRSK2"
CC,sperm head plasma membrane,6,1,0.015301845507067719,1,ADAM21
MF,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity,2,1,0.0153056271889925,1,FASN
MF,ferric-chelate reductase activity,3,1,0.016141767241832458,1,STEAP3
MF,cupric reductase activity,3,1,0.016141767241832458,1,STEAP3
MF,ferric-chelate reductase (NADPH) activity,3,1,0.016141767241832458,1,STEAP3
BP,intracellular chemical homeostasis,711,9,0.016164131843222983,1,"FOXK1,TMEM9,SCARA5,HK2,HLA-DRB1,OCA2,JPH3,PTPRN2,BRSK2"
BP,DNA replication-dependent chromatin assembly,6,1,0.016632288414183915,1,CHAF1B
BP,negative regulation of phosphatidylcholine metabolic process,2,1,0.01668487294167052,1,LPCAT1
BP,protein localization to extracellular region,374,6,0.01700068422601346,1,"HLA-DRB1,LLGL2,FAM3B,STEAP3,PTPRN2,BRSK2"
CC,mitotic spindle assembly checkpoint MAD1-MAD2 complex,2,1,0.017054461866332096,1,MAD1L1
CC,FHF complex,5,1,0.017250331777977385,1,HOOK2
BP,complement-mediated synapse pruning,4,1,0.01755437666041312,1,C3
MF,1-alkenylglycerophosphocholine O-acyltransferase activity,2,1,0.01813231405231246,1,LPCAT1
MF,plasmalogen synthase activity,2,1,0.01813231405231246,1,LPCAT1
BP,glycophagy,4,1,0.01848592374711652,1,GAA
CC,organelle subcompartment,1490,14,0.018514472898691237,1,"ATP11A,SGMS1,HOOK2,HLA-DQA1,HLA-DQB1,HLA-DRB1,MAN2A1,OCA2,JPH3,ESYT2,CLSTN2,ZDHHC14,LPCAT1,ASAP2"
BP,activation of membrane attack complex,3,1,0.018577488576379125,1,C3
BP,regulation of activation of membrane attack complex,3,1,0.018577488576379125,1,C3
MF,"mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity",2,1,0.018674995371825633,1,MAN2A1
BP,regulation of viral entry into host cell,49,2,0.01876727251717165,1,"HLA-DRB1,TMPRSS4"
CC,muscle tendon junction,4,1,0.018881735945646592,1,NRAP
MF,immune receptor activity,139,3,0.01894629608317793,1,"HLA-DQA1,HLA-DQB1,HLA-DRB1"
MF,amide binding,383,6,0.019229644235331946,1,"FASN,TNPO2,HLA-DQA1,HLA-DQB1,HLA-DRB1,CLSTN2"
CC,aggresome,35,2,0.019452415206598003,1,"HSPB7,PRDM16"
MF,"hydrolase activity, acting on glycosyl bonds",129,3,0.019933229792705214,1,"GAA,MAN2A1,MAN2B1"
BP,positive regulation of type IIa hypersensitivity,3,1,0.02048680638518693,1,C3
BP,positive regulation of type II hypersensitivity,3,1,0.02048680638518693,1,C3
BP,lipid metabolic process,1397,13,0.020611090569154715,1,"ST3GAL6,OSBPL10,FASN,SGMS1,PDK1,PPARD,PPP2R1A,PTPRN2,ACOT1,TEK,C3,LPCAT1,DGKI"
BP,positive regulation of fat cell proliferation,4,1,0.0206945677389147,1,PPARD
MF,1-alkylglycerophosphocholine O-acetyltransferase activity,3,1,0.020828349110923457,1,LPCAT1
BP,monocyte differentiation,35,2,0.02083703072538394,1,"FASN,HLA-DRB1"
BP,meiotic cell cycle process involved in oocyte maturation,6,1,0.020894910314529107,1,PPP2R1A
BP,melanin biosynthetic process from tyrosine,4,1,0.021407068119626255,1,OCA2
BP,regulation of establishment or maintenance of cell polarity,27,2,0.021521601094578745,1,"LLGL2,TEK"
BP,regulation of type IIa hypersensitivity,4,1,0.02173960585219115,1,C3
BP,regulation of type II hypersensitivity,4,1,0.02173960585219115,1,C3
BP,involuntary skeletal muscle contraction,3,1,0.022102445191438915,1,GAA
BP,phenol-containing compound metabolic process,114,3,0.022278396947155076,1,"RTL4,OCA2,TPO"
BP,regulation of acetyl-CoA biosynthetic process from pyruvate,4,1,0.022606747730840683,1,PDK1
MF,"oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor",5,1,0.0226728086362051,1,STEAP3
BP,determination of pancreatic left/right asymmetry,5,1,0.022759527895072115,1,CCDC40
BP,positive regulation of T cell mediated immune response to tumor cell,5,1,0.0229391697898836,1,HLA-DRB1
MF,alpha-glucosidase activity,5,1,0.02325733901853333,1,GAA
CC,bounding membrane of organelle,2160,19,0.023769857066147475,1,"ST3GAL6,ATP11A,TMEM9,GAA,SGMS1,GNB1,HK2,HLA-DQA1,HLA-DQB1,HLA-DRB1,MAN2A1,OCA2,STEAP3,JPH3,PTPRN2,CLSTN2,PLEKHF1,LPCAT1,DGKI"
BP,type IIa hypersensitivity,5,1,0.023943302056625725,1,C3
BP,type II hypersensitivity,5,1,0.023943302056625725,1,C3
CC,centrosome,637,8,0.02437127275415713,1,"CCDC57,HOOK2,HK2,CTNNBL1,TEK,MAD1L1,BRSK2,NUP93"
BP,glucose transmembrane transport,117,3,0.02446456815373115,1,"HK2,PPARD,C3"
CC,trans-Golgi network membrane,103,3,0.02454235191017374,1,"HLA-DQA1,HLA-DQB1,HLA-DRB1"
BP,regulation of inflammatory response to antigenic stimulus,48,2,0.024633789312620155,1,"HLA-DRB1,C3"
BP,hexose catabolic process,44,2,0.024998166091417914,1,"FOXK1,HK2"
BP,positive regulation of complement activation,7,1,0.025061475203683337,1,C3
MF,pyruvate dehydrogenase (acetyl-transferring) kinase activity,5,1,0.02523115484665852,1,PDK1
MF,ceramide phosphoethanolamine synthase activity,3,1,0.025244925904322358,1,SGMS1
MF,sphingomyelin synthase activity,3,1,0.025244925904322358,1,SGMS1
MF,ceramide cholinephosphotransferase activity,3,1,0.025244925904322358,1,SGMS1
BP,Tie signaling pathway,4,1,0.02539208854906046,1,TEK
BP,determination of liver left/right asymmetry,6,1,0.02582229641617582,1,CCDC40
MF,endopeptidase inhibitor activity,165,3,0.025996800004559065,1,"A2ML1,SERPINA4,C3"
BP,hexose transmembrane transport,120,3,0.02604895619009877,1,"HK2,PPARD,C3"
CC,late endosome,309,5,0.02607962777877746,1,"TMEM9,HLA-DQA1,HLA-DQB1,HLA-DRB1,STEAP3"
MF,structural constituent of cytoskeleton,111,3,0.02620066236990299,1,"ANK1,HLA-DRB1,SPTB"
CC,sarcoplasm,91,3,0.026262653457477983,1,"ANK1,HK2,JPH3"
BP,cardiac muscle thin filament assembly,3,1,0.02636379307828213,1,NRAP
BP,modulation by symbiont of entry into host,56,2,0.02644916830359683,1,"HLA-DRB1,TMPRSS4"
BP,regulation of growth rate,5,1,0.026767273409898998,1,TMPRSS4
BP,proton-transporting V-type ATPase complex assembly,8,1,0.02706715966430376,1,TMEM9
BP,establishment or maintenance of cell polarity,228,5,0.027281468771137646,1,"ANK1,LLGL2,KIF26B,TEK,BRSK2"
BP,antigen processing and presentation,114,3,0.027608438666610377,1,"HLA-DQA1,HLA-DQB1,HLA-DRB1"
BP,monosaccharide transmembrane transport,123,3,0.02791732018542016,1,"HK2,PPARD,C3"
CC,cytoplasmic side of plasma membrane,170,4,0.02793491700370221,1,"GNB1,ANK1,ESYT2,SPTB"
BP,microtubule cytoskeleton organization involved in establishment of planar polarity,3,1,0.028071599808746673,1,BRSK2
CC,azurophil granule membrane,57,2,0.02808220935079063,1,"GAA,LPCAT1"
MF,peptide binding,305,5,0.02829642094229762,1,"TNPO2,HLA-DQA1,HLA-DQB1,HLA-DRB1,CLSTN2"
BP,lysosomal lumen pH elevation,4,1,0.028662813916272175,1,OCA2
BP,oviduct epithelium development,3,1,0.02888149215451142,1,C3
BP,pyruvate metabolic process,118,3,0.02895998674649701,1,"FOXK1,HK2,PDK1"
BP,positive regulation of skeletal muscle tissue regeneration,5,1,0.029242096116087805,1,PPARD
BP,regulation of acyl-CoA biosynthetic process,5,1,0.029590716324784744,1,PDK1
BP,hypoxia-inducible factor-1alpha signaling pathway,7,1,0.029833200022393185,1,PDK1
BP,monocarboxylic acid metabolic process,630,7,0.029833384091328536,1,"FASN,FOXK1,HK2,PDK1,PPARD,ACOT1,C3"
BP,positive regulation of hypersensitivity,6,1,0.029835640457521483,1,C3
BP,"regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation",7,1,0.030052476190734992,1,HLA-DRB1
BP,"positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation",7,1,0.030052476190734992,1,HLA-DRB1
BP,iron ion transport,58,2,0.030476448681784684,1,"SCARA5,STEAP3"
MF,peptidase inhibitor activity,172,3,0.030861895085293176,1,"A2ML1,SERPINA4,C3"
BP,monosaccharide catabolic process,52,2,0.031475389673818105,1,"FOXK1,HK2"
BP,positive regulation of memory T cell differentiation,9,1,0.03163872122667605,1,HLA-DRB1
BP,carbohydrate transmembrane transport,134,3,0.03179340711176981,1,"HK2,PPARD,C3"
BP,regulation of biological process involved in symbiotic interaction,65,2,0.032746228803302205,1,"HLA-DRB1,TMPRSS4"
BP,insulin secretion,199,4,0.03285051797770708,1,"HLA-DRB1,FAM3B,PTPRN2,BRSK2"
BP,copper ion import,7,1,0.033174325292043304,1,STEAP3
MF,X11-like protein binding,3,1,0.0336264429102281,1,CLSTN2
MF,endopeptidase regulator activity,181,3,0.03384021594491773,1,"A2ML1,SERPINA4,C3"
BP,regulation of T cell mediated immune response to tumor cell,8,1,0.0343925409824386,1,HLA-DRB1
CC,glycogen granule,7,1,0.03439899526717589,1,FASN
BP,carboxylic acid metabolic process,940,9,0.03444730717918308,1,"FASN,FOXK1,HK2,IARS1,OCA2,PDK1,PPARD,ACOT1,C3"
CC,ankyrin-1 complex,8,1,0.03472454490336043,1,ANK1
MF,protein antigen binding,7,1,0.03473818866623225,1,PPP2R1A
BP,determination of digestive tract left/right asymmetry,7,1,0.035201885452818944,1,CCDC40
BP,fatty acid metabolic process,399,5,0.035208972746939286,1,"FASN,PDK1,PPARD,ACOT1,C3"
BP,regulation of skeletal muscle tissue regeneration,8,1,0.03543010119593297,1,PPARD
CC,endosome membrane,554,7,0.035811608572951716,1,"TMEM9,HLA-DQA1,HLA-DQB1,HLA-DRB1,OCA2,STEAP3,PLEKHF1"
BP,regulation of lipid metabolic process,342,5,0.03590464197400797,1,"PDK1,PPARD,TEK,C3,LPCAT1"
CC,mitochondrial pyruvate dehydrogenase complex,8,1,0.03598225516264617,1,PDK1
CC,pyruvate dehydrogenase complex,8,1,0.03598225516264617,1,PDK1
CC,platelet dense granule lumen,14,1,0.03615923159539966,1,SERPINA4
CC,Golgi membrane,665,8,0.036199242384861594,1,"ST3GAL6,SGMS1,HLA-DQA1,HLA-DQB1,HLA-DRB1,MAN2A1,CLSTN2,LPCAT1"
BP,positive regulation of apoptotic cell clearance,8,1,0.036942397695871536,1,C3
CC,junctional membrane complex,6,1,0.03706448647542611,1,JPH3
CC,side of membrane,702,8,0.03735415598080706,1,"GNB1,ANK1,HLA-DQA1,HLA-DQB1,HLA-DRB1,ESYT2,SPTB,ADAM21"
BP,regulation of lipid storage,54,2,0.037424684461324007,1,"PPARD,C3"
CC,clathrin-coated vesicle membrane,133,3,0.03755934234281822,1,"HLA-DQA1,HLA-DQB1,HLA-DRB1"
CC,cytoplasmic vesicle membrane,1209,12,0.03775930775067123,1,"ATP11A,TMEM9,GAA,HLA-DQA1,HLA-DQB1,HLA-DRB1,OCA2,STEAP3,PTPRN2,PLEKHF1,LPCAT1,DGKI"
MF,O-acetyltransferase activity,8,1,0.0377877728894562,1,LPCAT1
BP,ureteric bud invasion,3,1,0.03791340774880857,1,KIF26B
MF,kinetochore binding,6,1,0.038080921193715415,1,MAD1L1
BP,regulation of hypersensitivity,10,1,0.03818115847644392,1,C3
BP,regulation of phosphatidylcholine biosynthetic process,5,1,0.03842250965220145,1,LPCAT1
MF,CD4 receptor binding,8,1,0.03859640820588878,1,HLA-DRB1
CC,ficolin-1-rich granule membrane,61,2,0.038604226113726256,1,"GAA,PTPRN2"
CC,tertiary granule,164,3,0.038882668018286506,1,"ATP11A,GAA,PTPRN2"
BP,mitotic sister chromatid separation,62,2,0.03890226876920642,1,"PPP2R1A,MAD1L1"
MF,histone H3K36 dimethyltransferase activity,4,1,0.03890601891057032,1,SMYD3
BP,centromeric sister chromatid cohesion,11,1,0.03898184468942242,1,PPP2R1A
BP,oxoacid metabolic process,963,9,0.039021400225032345,1,"FASN,FOXK1,HK2,IARS1,OCA2,PDK1,PPARD,ACOT1,C3"
BP,positive regulation of acute inflammatory response to antigenic stimulus,8,1,0.03969594232225752,1,C3
BP,T cell mediated immune response to tumor cell,9,1,0.03982850999335303,1,HLA-DRB1
CC,aminoacyl-tRNA synthetase multienzyme complex,10,1,0.04013823144687654,1,IARS1
BP,organic acid metabolic process,969,9,0.04049919039952513,1,"FASN,FOXK1,HK2,IARS1,OCA2,PDK1,PPARD,ACOT1,C3"
BP,protein localization to perinuclear region of cytoplasm,9,1,0.04080515553435076,1,HOOK2
BP,metanephric renal vesicle formation,4,1,0.04120102816694942,1,KIF26B
MF,glucokinase activity,5,1,0.04125031814022458,1,HK2
MF,hexokinase activity,5,1,0.04125031814022458,1,HK2
MF,fructokinase activity,5,1,0.04125031814022458,1,HK2
BP,endoplasmic reticulum-plasma membrane tethering,6,1,0.04130273349949222,1,ESYT2
BP,cellular response to glucose stimulus,135,3,0.041617746227324184,1,"HLA-DRB1,PTPRN2,BRSK2"
