ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
BP,forebrain development,405,8,0.0252257990053635,1,"EPHA5,PLCB1,PCM1,PRKG1,ROBO2,FAT4,DOCK7,ALDH1A2"
BP,response to ionomycin,3,1,0.025242275768296903,1,PLCB1
BP,cellular response to ionomycin,3,1,0.025242275768296903,1,PLCB1
BP,positive regulation of muscle hypertrophy,36,2,0.025517767779100736,1,"PRKCA,AKAP6"
BP,postsynaptic modulation of chemical synaptic transmission,27,2,0.02587707184725416,1,"DCC,PLCB1"
BP,phosphatidylinositol catabolic process,2,1,0.02595154442615535,1,PLCB1
BP,cellular response to fluoride,2,1,0.026125462831672833,1,PLCB1
MF,"UDP-galactose:glucosylceramide beta-1,4-galactosyltransferase activity",3,1,0.026127976856836817,1,UGT8
BP,positive regulation of acylglycerol transport,3,1,0.026140145291440545,1,DENND5B
BP,positive regulation of triglyceride transport,3,1,0.026140145291440545,1,DENND5B
BP,cyclic-nucleotide-mediated signaling,82,3,0.026167241390613605,1,"EPHA5,PRKG1,AKAP6"
CC,inhibin-betaglycan-ActRII complex,3,1,0.026744878373013585,1,ACVR2A
MF,inhibin binding,4,1,0.02691774288979905,1,ACVR2A
BP,positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,4,1,0.02697052353572266,1,PRKCA
BP,gamma-aminobutyric acid receptor clustering,4,1,0.027009315672903364,1,GPHN
CC,dendritic branch,3,1,0.027050521577409566,1,MAP2
BP,squamous basal epithelial stem cell differentiation involved in prostate gland acinus development,2,1,0.027219216257426772,1,TP63
BP,negative regulation of negative chemotaxis,2,1,0.02754593448221399,1,ROBO2
BP,regulation of retrograde trans-synaptic signaling by endocanabinoid,3,1,0.027756665551523025,1,PLCB1
CC,proximal neuron projection,4,1,0.02775739598707734,1,MAP2
BP,cell proliferation in forebrain,27,2,0.027857579976286673,1,"PCM1,DOCK7"
MF,histone H3T6 kinase activity,2,1,0.028087649332549137,1,PRKCA
BP,regulation of anterograde dense core granule transport,3,1,0.028213377171576376,1,MAP2
BP,positive regulation of anterograde dense core granule transport,3,1,0.028213377171576376,1,MAP2
BP,regulation of dense core granule transport,3,1,0.028213377171576376,1,MAP2
BP,positive regulation of dense core granule transport,3,1,0.028213377171576376,1,MAP2
BP,asparagine transport,4,1,0.028321606619210883,1,SLC38A9
MF,L-asparagine transmembrane transporter activity,4,1,0.028321606619210883,1,SLC38A9
BP,detection of chemical stimulus involved in sensory perception,421,4,0.02839747089453161,1,"OR8J1,OR4S1,OR52N2,OR8J3"
BP,regulation of acylglycerol transport,4,1,0.028409005565409953,1,DENND5B
BP,regulation of triglyceride transport,4,1,0.028409005565409953,1,DENND5B
CC,main axon,67,3,0.02843861117227222,1,"DLG2,MAP2,ROBO2"
CC,FAR/SIN/STRIPAK complex,4,1,0.02852655934921483,1,STRN3
BP,positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,3,1,0.02853378102436396,1,FBXW7
BP,negative regulation of triglyceride biosynthetic process,5,1,0.02857984745204098,1,FBXW7
BP,acute-phase response,48,2,0.02863968614906379,1,"FN1,IL22"
BP,axonogenesis,448,9,0.02878641213564482,1,"DCC,EPHA5,FN1,AUTS2,MAP2,PRKG1,ROBO2,MYPN,DOCK7"
BP,sequestering of BMP from receptor via BMP binding,4,1,0.028807816600366586,1,GREM1
BP,cell part morphogenesis,680,12,0.02881195551206939,1,"DCC,EPHA5,FN1,AUTS2,MAP2,ENPP2,PID1,PRKG1,ROBO2,UGT8,MYPN,DOCK7"
BP,negative regulation of bone mineralization involved in bone maturation,4,1,0.028958176378472634,1,GREM1
CC,postsynaptic specialization membrane,122,4,0.02899339894453985,1,"GPHN,DCC,DLG2,GRM1"
BP,sensory perception of smell,400,4,0.029039452582733823,1,"OR8J1,OR4S1,OR52N2,OR8J3"
BP,valine catabolic process,4,1,0.02921179236678373,1,HIBCH
MF,phosphothreonine residue binding,3,1,0.02933432446807669,1,FBXW7
MF,nitrate reductase activity,3,1,0.02955310581044213,1,GPHN
BP,Sertoli cell proliferation,5,1,0.029704631311054944,1,ACVR2A
CC,Flemming body,34,2,0.029761387605380895,1,"CELF2,ANKRD45,DCDC1"
BP,blood vessel endothelial cell migration,181,4,0.03023753524374166,1,"GREM1,FBXW7,PRCP,PRKCA"
BP,glycerophospholipid catabolic process,34,2,0.030379535172317878,1,"PLCB1,ENPP2"
BP,regulation of intracellular estrogen receptor signaling pathway,35,2,0.030618656613254792,1,"STRN3,TP63"
BP,positive regulation of epidermal growth factor-activated receptor activity,5,1,0.03062441415168993,1,FBXW7
BP,nuclear migration,25,2,0.030692673588044138,1,"PCM1,DOCK7"
MF,supercoiled DNA binding,5,1,0.030895469997112127,1,TOP1
BP,regulation of osteoclast proliferation,6,1,0.030928050931327604,1,GREM1
BP,regulation of mesoderm development,7,1,0.031168868463804254,1,TP63
CC,alphav-beta3 integrin-PKCalpha complex,3,1,0.03130171732462118,1,PRKCA
BP,dorsal/ventral axon guidance,3,1,0.031465059157293314,1,DCC
MF,odorant binding,107,2,0.03152381889096646,1,"OR8J1,OR8J3"
MF,"phosphotransferase activity, phosphate group as acceptor",36,2,0.0315251068744208,1,"DLG2,TJP2"
BP,positive regulation of fat cell proliferation,4,1,0.032042791585740485,1,PID1
BP,negative regulation of bile acid biosynthetic process,4,1,0.03212578143643339,1,MALRD1
BP,negative regulation of bile acid metabolic process,4,1,0.03212578143643339,1,MALRD1
BP,negative regulation of hepatocyte proliferation,4,1,0.03217572246207948,1,FBXW7
MF,glycerol transmembrane transporter activity,7,1,0.03220690397971587,1,AQP11
BP,glycerol transmembrane transport,7,1,0.03220690397971587,1,AQP11
BP,"general adaptation syndrome, behavioral process",5,1,0.03236468407268643,1,HCN1
BP,establishment or maintenance of neuroblast polarity,3,1,0.032407510567520705,1,DOCK7
BP,establishment of neuroblast polarity,3,1,0.032407510567520705,1,DOCK7
BP,positive regulation of viral transcription,3,1,0.032495638855495355,1,RSF1
BP,nephron tubule morphogenesis,77,3,0.032693074894566285,1,"KLHL3,GREM1,HS2ST1"
BP,protein tetramerization,90,3,0.03283428431452753,1,"HCN1,TP63,ALDH1A2"
BP,ribosomal protein import into nucleus,4,1,0.03298135920709571,1,IPO11
BP,cloaca development,3,1,0.03301338084630642,1,TP63
BP,9-cis-retinoic acid biosynthetic process,4,1,0.033170900994050616,1,ALDH1A2
BP,9-cis-retinoic acid metabolic process,4,1,0.033170900994050616,1,ALDH1A2
BP,triglyceride biosynthetic process,42,2,0.033439250011109485,1,"AGMO,FBXW7"
BP,nucleoside diphosphate metabolic process,37,2,0.03349575660989739,1,"DLG2,TJP2"
CC,perinuclear region of cytoplasm,732,11,0.03351927196917308,1,"EPHA5,GOLGA1,AQP11,SEPTIN14,NDFIP2,FBXW7,PRKCA,TNKS2,ALDH1A2,MS4A3,AKAP6"
BP,distal tubule morphogenesis,3,1,0.033833210111078496,1,KLHL3
BP,collateral sprouting,28,2,0.03413765379688101,1,"DCC,PRKG1"
BP,Mo-molybdopterin cofactor biosynthetic process,6,1,0.03415204880570059,1,GPHN
BP,Mo-molybdopterin cofactor metabolic process,6,1,0.03415204880570059,1,GPHN
BP,molybdopterin cofactor biosynthetic process,6,1,0.03415204880570059,1,GPHN
BP,molybdopterin cofactor metabolic process,6,1,0.03415204880570059,1,GPHN
BP,prosthetic group metabolic process,6,1,0.03415204880570059,1,GPHN
BP,nephron epithelium morphogenesis,79,3,0.034242903164144814,1,"KLHL3,GREM1,HS2ST1"
CC,Atg12-Atg5-Atg16 complex,5,1,0.034373771431157295,1,ATG12
BP,cardiolipin acyl-chain remodeling,6,1,0.03453294908154978,1,THEM5
BP,regulation of locomotor rhythm,3,1,0.034646036139864216,1,ZFHX3
BP,negative regulation of hematopoietic stem cell differentiation,5,1,0.03533978561927887,1,N4BP2L2
MF,neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium ion concentration,3,1,0.03569656307227093,1,GRM1
BP,positive regulation of cell growth involved in cardiac muscle cell development,8,1,0.03581088134244189,1,AKAP6
BP,"substrate-dependent cell migration, cell attachment to substrate",3,1,0.03583543852418634,1,FN1
BP,regulation of homotypic cell-cell adhesion,34,2,0.03593323920771398,1,"PRKCA,PRKG1"
BP,regulation of peptidyl-tyrosine autophosphorylation,4,1,0.03631077045808024,1,GREM1
BP,spermatogenesis,611,8,0.036599538779049465,1,"HSF2,SEPTIN14,PRKG1,HERPUD2,SPEF2,SPATA16,TP63,ACVR2A"
BP,negative regulation of ERAD pathway,6,1,0.03730438722168856,1,AQP11
BP,purine ribonucleoside monophosphate metabolic process,40,2,0.03738060916824807,1,"DLG2,TJP2"
BP,embryonic forelimb morphogenesis,33,2,0.03738646235106312,1,"TP63,ALDH1A2"
BP,relaxation of vascular associated smooth muscle,6,1,0.03750261811158687,1,PRKG1
BP,animal organ maturation,32,2,0.037586343811164755,1,"GREM1,ALDH1A2"
MF,phosphodiesterase I activity,5,1,0.03761518927325947,1,ENPP2
BP,nephron morphogenesis,81,3,0.03765957989924061,1,"KLHL3,GREM1,HS2ST1"
MF,serine-type carboxypeptidase activity,5,1,0.03792297553505475,1,PRCP
MF,pentosyltransferase activity,49,2,0.03799847428737377,1,"UPP2,TNKS2"
BP,intracellular water homeostasis,6,1,0.03812616896093168,1,AQP11
CC,Parkin-FBXW7-Cul1 ubiquitin ligase complex,3,1,0.038267100628699154,1,FBXW7
CC,postsynaptic membrane,274,6,0.03829189403293591,1,"GPHN,CHRM2,DCC,DLG2,GABRA6,GRM1,HCN1"
BP,translocation of molecules into host,8,1,0.03868758684827328,1,THOC2
BP,viral mRNA export from host cell nucleus,8,1,0.03868758684827328,1,THOC2
BP,homotypic cell-cell adhesion,95,3,0.03891600914532414,1,"PRKCA,PRKG1,TJP2"
BP,purine nucleoside monophosphate metabolic process,42,2,0.03940921895956812,1,"DLG2,TJP2"
BP,renal tubule morphogenesis,81,3,0.0394578186443337,1,"KLHL3,GREM1,HS2ST1"
CC,sperm midpiece,53,2,0.0395862687084716,1,"VPS13A,SPEF2"
MF,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen",7,1,0.03970536229831164,1,AGMO
BP,spermatid development,203,4,0.03971621197117785,1,"SEPTIN14,PRKG1,SPEF2,SPATA16"
BP,bile acid metabolic process,50,2,0.039798067529681624,1,"OSBPL9,MALRD1"
BP,protein localization to paranode region of axon,4,1,0.039987199339354774,1,UGT8
BP,response to fluoride,4,1,0.04007421949605304,1,PLCB1
BP,galactosylceramide biosynthetic process,6,1,0.04010082148257613,1,UGT8
BP,galactolipid biosynthetic process,6,1,0.04010082148257613,1,UGT8
CC,HCN channel complex,4,1,0.04026825149602859,1,HCN1
BP,sperm ejaculation,5,1,0.04027524529540012,1,ACVR2A
BP,apoptotic process involved in luteolysis,3,1,0.04041839764565332,1,ROBO2
MF,cyclic nucleotide binding,37,2,0.040495747195700434,1,"HCN1,PRKG1"
BP,positive regulation of delayed rectifier potassium channel activity,4,1,0.04051398871161724,1,AKAP6
BP,spinal cord ventral commissure morphogenesis,3,1,0.04073671666898897,1,DCC
MF,"DNA topoisomerase type I (single strand cut, ATP-independent) activity",4,1,0.04075539023282193,1,TOP1
CC,gamma-tubulin ring complex,7,1,0.04083880557306325,1,TUBGCP5
BP,microtubule polymerization,94,3,0.04103881900954439,1,"TUBGCP5,MAP2,NAV3"
MF,G protein-coupled receptor activity involved in regulation of postsynaptic membrane potential,4,1,0.04121459242678589,1,GRM1
BP,Notch signaling pathway involved in heart induction,4,1,0.04139764653735403,1,ROBO2
BP,regulation of Notch signaling pathway involved in heart induction,4,1,0.04139764653735403,1,ROBO2
BP,positive regulation of Notch signaling pathway involved in heart induction,4,1,0.04139764653735403,1,ROBO2
CC,fibrinogen complex,8,1,0.04140873228307128,1,FN1
BP,male gamete generation,628,8,0.041984044995695635,1,"HSF2,SEPTIN14,PRKG1,HERPUD2,SPEF2,SPATA16,TP63,ACVR2A"
BP,desmosome assembly,4,1,0.04263528263285736,1,PRKCA
BP,C-terminal protein lipidation,5,1,0.04285053364501109,1,ATG12
BP,positive regulation of lamellipodium organization,36,2,0.04306341291110464,1,"AUTS2,ENPP2"
BP,general adaptation syndrome,6,1,0.04331749347214737,1,HCN1
BP,regulation of vascular associated smooth muscle cell migration,50,2,0.043398765264941214,1,"PRKG1,DOCK7"
BP,vitamin A metabolic process,8,1,0.04379551503813646,1,ALDH1A2
CC,dendritic filopodium,5,1,0.044261811792435074,1,MAP2
BP,negative regulation of intracellular steroid hormone receptor signaling pathway,37,2,0.04446589853596139,1,"STRN3,TP63"
BP,cardiac muscle hypertrophy,99,3,0.04450371032137208,1,"PRKCA,PRKG1,AKAP6"
BP,negative regulation of small molecule metabolic process,115,3,0.04466839198480081,1,"MALRD1,PID1,PRKG1"
BP,positive regulation of Rac protein signal transduction,5,1,0.0448486278797562,1,AUTS2
BP,regulation of Notch signaling pathway,96,3,0.04489013495192869,1,"FBXW7,ROBO2,TP63"
MF,morphogen activity,8,1,0.04498433517313869,1,GREM1
BP,negative regulation of monocyte chemotaxis,7,1,0.04521338170071634,1,GREM1
BP,morphogenesis of embryonic epithelium,152,4,0.045495194033365625,1,"GREM1,TP63,ALDH1A2,HS2ST1"
BP,neutral lipid biosynthetic process,50,2,0.04560388526104092,1,"AGMO,FBXW7"
BP,acylglycerol biosynthetic process,50,2,0.04560388526104092,1,"AGMO,FBXW7"
BP,calcium-independent cell-matrix adhesion,4,1,0.04576393534725788,1,FN1
BP,regulation of testosterone biosynthetic process,7,1,0.04589502011542509,1,PRKG1
BP,spermatid differentiation,211,4,0.046193644840317835,1,"SEPTIN14,PRKG1,SPEF2,SPATA16"
BP,negative regulation of multicellular organismal process,1244,14,0.0462392051773898,1,"CLNK,DCC,FN1,GREM1,MAP2,PCM1,FBXW7,PRKG1,ROBO2,WWC2,DOCK7,TP63,NAV3,ATG12"
MF,nucleobase-containing compound kinase activity,43,2,0.046246512636074655,1,"DLG2,TJP2"
BP,acylglycerol transport,8,1,0.046621826470275594,1,DENND5B
BP,triglyceride transport,8,1,0.046621826470275594,1,DENND5B
BP,regulation of angiotensin-activated signaling pathway,4,1,0.046711237451397644,1,PRKCA
MF,retinal dehydrogenase activity,8,1,0.04674799239732789,1,ALDH1A2
BP,negative regulation of ATP biosynthetic process,5,1,0.046792634572042635,1,PID1
BP,striated muscle hypertrophy,102,3,0.0469548308498301,1,"PRKCA,PRKG1,AKAP6"
BP,activation of meiosis,6,1,0.04713773128550778,1,PLCB1
MF,3-chloroallyl aldehyde dehydrogenase activity,5,1,0.04732451887038383,1,ALDH1A2
BP,vascular associated smooth muscle cell migration,52,2,0.047483603739954944,1,"PRKG1,DOCK7"
BP,nucleus localization,33,2,0.0475132323678987,1,"PCM1,DOCK7"
BP,regulation of bone mineralization involved in bone maturation,7,1,0.0477641736008749,1,GREM1
BP,inositol phosphate metabolic process,45,2,0.047854431376239195,1,"PLCB1,PRKG1"
BP,pyrimidine ribonucleotide salvage,6,1,0.04789315748504936,1,UPP2
BP,pyrimidine nucleotide salvage,6,1,0.04789315748504936,1,UPP2
BP,UMP salvage,6,1,0.04789315748504936,1,UPP2
BP,muscle hypertrophy,104,3,0.048229842353395835,1,"PRKCA,PRKG1,AKAP6"
BP,negative regulation of proteasomal protein catabolic process,52,2,0.048419561602078054,1,"AQP11,EIF3H"
MF,molybdopterin cofactor binding,6,1,0.04844323108393959,1,GPHN
BP,negative regulation of microtubule polymerization or depolymerization,38,2,0.048457428237046865,1,"MAP2,NAV3"
CC,equatorial microtubule organizing center,5,1,0.04847620171987638,1,TUBGCP5
BP,polyol transmembrane transport,10,1,0.04855973340422285,1,AQP11
BP,regulation of vesicle transport along microtubule,5,1,0.048856384458617626,1,MAP2
BP,positive regulation of vesicle transport along microtubule,5,1,0.048856384458617626,1,MAP2
CC,transcription export complex,10,1,0.048959855172209604,1,THOC2
BP,negative regulation of glutamate secretion,6,1,0.04922242200478736,1,PRKG1
BP,negative regulation of osteoclast development,5,1,0.04939338315464172,1,FBXW7
BP,retrograde trans-synaptic signaling by lipid,5,1,0.04955994843031081,1,PLCB1
BP,retrograde trans-synaptic signaling by endocannabinoid,5,1,0.04955994843031081,1,PLCB1
BP,axon development,512,9,0.049715339325027794,1,"DCC,EPHA5,FN1,AUTS2,MAP2,PRKG1,ROBO2,MYPN,DOCK7"
BP,negative regulation of nervous system development,155,4,0.04988813346246556,1,"DCC,MAP2,PCM1,ROBO2"
CC,basal dendrite,6,1,0.04994531990499758,1,MAP2
BP,ureter maturation,4,1,0.049985498651445394,1,ALDH1A2
BP,positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,8,1,0.050077818416054055,1,FBXW7
BP,detection of chemical stimulus,455,4,0.05022463593171951,1,"OR8J1,OR4S1,OR52N2,OR8J3"
BP,plasma membrane bounded cell projection morphogenesis,655,11,0.05049785925027142,1,"DCC,EPHA5,FN1,AUTS2,MAP2,ENPP2,PRKG1,ROBO2,UGT8,MYPN,DOCK7"
BP,regulation of synaptic vesicle transport,5,1,0.05069581855829943,1,MAP2
