Description,N,DE,P.DE,FDR,SigGenesInSet
Inositol phosphate metabolism,78,1,0.5203084255646473,1,PLCB1
Alzheimer disease,372,3,0.5261846981684393,1,"PLCB1,ATG2B,PSMA1"
Polycomb repressive complex,83,1,0.52938601991035406,1,AUTS2
Wnt signaling pathway,177,2,0.5301700513855067,1,"PLCB1,SMAD4"
Salivary secretion,93,1,0.5385761698199869,1,PLCB1
Mitophagy - animal,102,1,0.5422136907078456,1,MARCHF5
PD-L1 expression and PD-1 checkpoint pathway in cancer,89,1,0.543053851535994,1,EGF
Gastric acid secretion,76,1,0.5454077916828401,1,PLCB1
Chagas disease,102,1,0.5584953516649473,1,PLCB1
Pancreatic secretion,101,1,0.5587936600961638,1,PLCB1
Salmonella infection,247,2,0.5722350580646615,1,"EXOC5,AHNAK"
EGFR tyrosine kinase inhibitor resistance,78,1,0.5872524485214311,1,EGF
Amoebiasis,100,1,0.5874462349879213,1,PLCB1
Human papillomavirus infection,330,3,0.5890718151390403,1,"CDK6,CREB1,EGF,RB1"
Longevity regulating pathway,89,1,0.5920696656912237,1,CREB1
Small cell lung cancer,92,1,0.593202265974745,1,"CDK6,RB1"
TGF-beta signaling pathway,110,1,0.5980930372186194,1,SMAD4
GnRH signaling pathway,93,1,0.6000118222667721,1,PLCB1
ErbB signaling pathway,84,1,0.6069734961560644,1,EGF
TNF signaling pathway,118,1,0.6133427629327122,1,CREB1
Measles,135,1,0.6144354327444115,1,CDK6
Phosphatidylinositol signaling system,97,1,0.6165298919052293,1,PLCB1
Biosynthesis of cofactors,154,1,0.6243936753618278,1,GPHN
Insulin resistance,108,1,0.6246998941729939,1,CREB1
Oocyte meiosis,127,1,0.6316766295122385,1,SLK
HIF-1 signaling pathway,109,1,0.6323577736686677,1,EGF
Choline metabolism in cancer,98,1,0.6337875998874881,1,EGF
Inflammatory mediator regulation of TRP channels,98,1,0.6417861306949177,1,"PLCB1,HTR2C"
Cadherin signaling,403,3,0.6487085134513603,1,"GABRA6,MYO1E,TAOK3"
Ras signaling pathway,235,2,0.6552496980641958,1,"GNB5,EGF"
Purine metabolism,127,1,0.659913599516118,1,PAPSS2
Neuroactive ligand-receptor interaction,367,2,0.6626596514313314,1,"LPAR6,GABRA6,HTR2C"
Cytoskeleton in muscle cells,233,2,0.6636285379028608,1,"ANK3,CAPZA2"
Neutrophil extracellular trap formation,175,1,0.6729720182628611,1,PLCB1
Osteoclast differentiation,134,1,0.6780129488160778,1,CREB1
Influenza A,168,1,0.68058570708267,1,CDK6
Sphingolipid signaling pathway,123,1,0.6872049712618185,1,PLCB1
Amyotrophic lateral sclerosis,352,2,0.6908728234481487,1,"ATG2B,PSMA1"
Pathways of neurodegeneration - multiple diseases,464,3,0.6950753892325767,1,"PLCB1,ATG2B,PSMA1"
Ubiquitin mediated proteolysis,142,1,0.6980306219236907,1,TRIP12
NOD-like receptor signaling pathway,184,1,0.6996135133791005,1,PLCB1
Vascular smooth muscle contraction,134,1,0.7010031843198554,1,PLCB1
Platelet activation,125,1,0.7022106173835663,1,PLCB1
Cornified envelope formation,213,1,0.7087019044960965,1,DST
Insulin signaling pathway,139,1,0.721331070905121,1,C2CD5
Signaling pathways regulating pluripotency of stem cells,142,1,0.7217167495274889,1,SMAD4
Tuberculosis,178,1,0.7283732864031627,1,CREB1
Diabetic cardiomyopathy,189,1,0.738344037703244,1,"PLCB1,PLN"
Cell adhesion molecule (CAM) interaction,155,1,0.7498734547703605,1,NRXN1
mTOR signaling pathway,155,1,0.7547556378033606,1,CAB39L
Chemical carcinogenesis - reactive oxygen species,211,1,0.7588403423210126,1,EGF
Cellular senescence,155,1,0.7593474539003993,1,"CDK6,RB1"
Efferocytosis,155,1,0.7655618853316241,1,CREB1
Autophagy - animal,166,1,0.768508043416791,1,ATG2B
Tight junction,171,1,0.7746765634105792,1,TJP2
MAPK signaling pathway,299,2,0.7851020900802255,1,"EGF,TAOK3"
Thermogenesis,219,1,0.7887710727909863,1,CREB1
Hippo signaling pathway,157,1,0.794092384541466,1,SMAD4
Oxytocin signaling pathway,154,1,0.7941994990050882,1,PLCB1
Pathogenic Escherichia coli infection,198,1,0.7977542115919192,1,MYO1E
Epstein-Barr virus infection,201,1,0.802549952027297,1,"CDK6,RB1"
Lipid and atherosclerosis,215,1,0.8102398870303571,1,PLCB1
Integrin signaling,153,1,0.8117547274174393,1,EGF
Parkinson disease,253,1,0.8161957096498607,1,PSMA1
Human immunodeficiency virus 1 infection,212,1,0.8231609461448207,1,GNB5
Proteoglycans in cancer,202,1,0.8606357918753715,1,ANK3
Shigellosis,244,1,0.8685388984254727,1,PLCB1
cAMP signaling pathway,225,1,0.8720098156897327,1,"CREB1,PLN"
Axon guidance,181,1,0.872452330026301,1,SEMA6A
Focal adhesion,201,1,0.8881090260344623,1,EGF
Regulation of actin cytoskeleton,230,1,0.8921352357700674,1,EGF
Steroid biosynthesis,20,0,0.9999999999999977,1,
C5-Branched dibasic acid metabolism,2,0,0.999999999999998,1,
Virion - Human immunodeficiency virus,5,0,0.9999999999999982,1,
Virion - Rotavirus,2,0,0.9999999999999982,1,
Lipoic acid metabolism,19,0,0.9999999999999983,1,
Galactose metabolism,31,0,0.9999999999999984,1,
"Phenylalanine, tyrosine and tryptophan biosynthesis",6,0,0.9999999999999987,1,
Renin-angiotensin system,23,0,0.9999999999999987,1,
Caffeine metabolism,6,0,0.9999999999999989,1,
Histidine metabolism,22,0,0.9999999999999989,1,
Pantothenate and CoA biosynthesis,21,0,0.9999999999999989,1,
Biotin metabolism,3,0,0.999999999999999,1,
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,21,0,0.9999999999999991,1,
Hippo signaling pathway - multiple species,29,0,0.9999999999999992,1,
"Virion - Ebolavirus, Lyssavirus and Morbillivirus",12,0,0.9999999999999993,1,
Virion - Lassa virus and SFTS virus,17,0,0.9999999999999993,1,
beta-Alanine metabolism,31,0,0.9999999999999994,1,
Non-homologous end-joining,13,0,0.9999999999999994,1,
D-Amino acid metabolism,6,0,0.9999999999999997,1,
Butanoate metabolism,27,0,0.9999999999999997,1,
Phenylalanine metabolism,16,0,0.9999999999999998,1,
Virion - Flavivirus and Alphavirus,6,0,0.9999999999999998,1,
Sulfur relay system,8,0,0.9999999999999998,1,
Glycosaminoglycan biosynthesis - keratan sulfate,14,0,0.9999999999999999,1,
Linoleic acid metabolism,30,0,0.9999999999999999,1,
Apoptosis - multiple species,32,0,0.9999999999999999,1,
Glycolysis / Gluconeogenesis,67,0,1,1,
Citrate cycle (TCA cycle),30,0,1,1,
Pentose phosphate pathway,31,0,1,1,
Pentose and glucuronate interconversions,37,0,1,1,
Fructose and mannose metabolism,36,0,1,1,
Fatty acid degradation,43,0,1,1,
Steroid hormone biosynthesis,65,0,1,1,
Oxidative phosphorylation,122,0,1,1,
Pyrimidine metabolism,57,0,1,1,
"Alanine, aspartate and glutamate metabolism",37,0,1,1,
"Glycine, serine and threonine metabolism",39,0,1,1,
Cysteine and methionine metabolism,52,0,1,1,
"Valine, leucine and isoleucine degradation",48,0,1,1,
Arginine and proline metabolism,50,0,1,1,
Tyrosine metabolism,36,0,1,1,
Tryptophan metabolism,41,0,1,1,
Phosphonate and phosphinate metabolism,6,0,1,1,
Glutathione metabolism,58,0,1,1,
Starch and sucrose metabolism,35,0,1,1,
"Neomycin, kanamycin and gentamicin biosynthesis",5,0,1,1,
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,30,0,1,1,
Glycerophospholipid metabolism,102,0,1,1,
Ether lipid metabolism,51,0,1,1,
Arachidonic acid metabolism,62,0,1,1,
Pyruvate metabolism,49,0,1,1,
Glyoxylate and dicarboxylate metabolism,31,0,1,1,
One carbon pool by folate,37,0,1,1,
Nicotinate and nicotinamide metabolism,37,0,1,1,
Retinol metabolism,69,0,1,1,
Metabolism of xenobiotics by cytochrome P450,77,0,1,1,
Drug metabolism - other enzymes,82,0,1,1,
Carbon metabolism,116,0,1,1,
Biosynthesis of amino acids,74,0,1,1,
Nucleotide metabolism,83,0,1,1,
Biosynthesis of nucleotide sugars,37,0,1,1,
Endocrine resistance,96,0,1,1,RB1
Platinum drug resistance,74,0,1,1,
Ribosome biogenesis in eukaryotes,76,0,1,1,
Ribosome,177,0,1,1,
mRNA surveillance pathway,95,0,1,1,
RNA degradation,78,0,1,1,
Basal transcription factors,43,0,1,1,
DNA replication,36,0,1,1,
ATP-dependent chromatin remodeling,115,0,1,1,
Viral life cycle - HIV-1,68,0,1,1,
Virion - Herpesvirus,8,0,1,1,
Virion - Hepatitis viruses,48,0,1,1,
PPAR signaling pathway,76,0,1,1,
Base excision repair,44,0,1,1,
Nucleotide excision repair,62,0,1,1,
Homologous recombination,41,0,1,1,
Fanconi anemia pathway,53,0,1,1,
Viral protein interaction with cytokine and cytokine receptor,99,0,1,1,
NF-kappa B signaling pathway,104,0,1,1,
Protein processing in endoplasmic reticulum,171,0,1,1,
Phagocytosis,251,0,1,1,
Integrated stress response (ISR) signaling pathway,51,0,1,1,
Apoptosis,136,0,1,1,
Longevity regulating pathway - multiple species,61,0,1,1,
Ferroptosis,41,0,1,1,
Necroptosis,160,0,1,1,
Cardiac muscle contraction,83,0,1,1,
Notch signaling pathway,62,0,1,1,
VEGF signaling pathway,59,0,1,1,
ECM-receptor interaction,89,0,1,1,
Complement and coagulation cascades,88,0,1,1,
Toll-like receptor signaling pathway,108,0,1,1,
RIG-I-like receptor signaling pathway,72,0,1,1,
Cytosolic DNA-sensing pathway,82,0,1,1,
C-type lectin receptor signaling pathway,104,0,1,1,
Hematopoietic cell lineage,93,0,1,1,
Natural killer cell mediated cytotoxicity,125,0,1,1,
IL-17 signaling pathway,93,0,1,1,
Th1 and Th2 cell differentiation,91,0,1,1,
T cell receptor signaling pathway,118,0,1,1,
B cell receptor signaling pathway,82,0,1,1,
Fc epsilon RI signaling pathway,67,0,1,1,
Fc gamma R-mediated phagosome formation,96,0,1,1,
Leukocyte transendothelial migration,114,0,1,1,
Intestinal immune network for IgA production,46,0,1,1,
Synaptic vesicle cycle,78,0,1,1,
Neurotrophin signaling pathway,119,0,1,1,
Phototransduction,28,0,1,1,
Ovarian steroidogenesis,52,0,1,1,
Progesterone-mediated oocyte maturation,98,0,1,1,
Prolactin signaling pathway,70,0,1,1,
Adipocytokine signaling pathway,70,0,1,1,
Regulation of lipolysis in adipocytes,58,0,1,1,
Type II diabetes mellitus,46,0,1,1,
Non-alcoholic fatty liver disease,151,0,1,1,
Alcoholic liver disease,143,0,1,1,
Type I diabetes mellitus,42,0,1,1,
Aldosterone-regulated sodium reabsorption,37,0,1,1,
Collecting duct acid secretion,27,0,1,1,
Protein digestion and absorption,102,0,1,1,COL10A1
Fat digestion and absorption,43,0,1,1,
Cholesterol metabolism,52,0,1,1,
Cobalamin transport and metabolism,18,0,1,1,
Bacterial invasion of epithelial cells,77,0,1,1,
Epithelial cell signaling in Helicobacter pylori infection,70,0,1,1,
Pertussis,77,0,1,1,
Legionellosis,56,0,1,1,
Yersinia infection,135,0,1,1,
Leishmaniasis,75,0,1,1,
Malaria,50,0,1,1,
Toxoplasmosis,110,0,1,1,
Staphylococcus aureus infection,93,0,1,1,
Herpes simplex virus 1 infection,176,0,1,1,
Coronavirus disease,234,0,1,1,
Transcriptional misregulation in cancer,193,0,1,1,
Chemical carcinogenesis - DNA adducts,70,0,1,1,
Renal cell carcinoma,68,0,1,1,
Thyroid cancer,37,0,1,1,
Basal cell carcinoma,63,0,1,1,
Acute myeloid leukemia,67,0,1,1,
Central carbon metabolism in cancer,70,0,1,1,
Asthma,29,0,1,1,
Autoimmune thyroid disease,51,0,1,1,
Systemic lupus erythematosus,122,0,1,1,
Rheumatoid arthritis,91,0,1,1,
Allograft rejection,36,0,1,1,
Graft-versus-host disease,39,0,1,1,
Primary immunodeficiency,36,0,1,1,
Hypertrophic cardiomyopathy,99,0,1,1,
Arrhythmogenic right ventricular cardiomyopathy,86,0,1,1,
Dilated cardiomyopathy,104,0,1,1,PLN
Viral myocarditis,67,0,1,1,
Fluid shear stress and atherosclerosis,141,0,1,1,
Thiamine metabolism,15,0,1.0000000000000002,1,
Vitamin digestion and absorption,26,0,1.0000000000000002,1,
Propanoate metabolism,32,0,1.0000000000000004,1,
SNARE interactions in vesicular transport,32,0,1.0000000000000004,1,
2-Oxocarboxylic acid metabolism,33,0,1.0000000000000009,1,
RNA polymerase,34,0,1.0000000000000009,1,
Virion - Adenovirus,4,0,1.0000000000000009,1,
Ascorbate and aldarate metabolism,31,0,1.0000000000000013,1,
Fatty acid biosynthesis,17,0,1.0000000000000013,1,
alpha-Linolenic acid metabolism,26,0,1.0000000000000013,1,
Riboflavin metabolism,8,0,1.0000000000000013,1,
Proximal tubule bicarbonate reclamation,23,0,1.0000000000000013,1,
Mismatch repair,23,0,1.0000000000000016,1,
Biosynthesis of various nucleotide sugars,19,0,1.0000000000000018,1,
Vitamin B6 metabolism,6,0,1.0000000000000018,1,
Terpenoid backbone biosynthesis,24,0,1.0000000000000018,1,
Nitrogen metabolism,17,0,1.0000000000000018,1,
Maturity onset diabetes of the young,26,0,1.0000000000000018,1,
Ubiquinone and other terpenoid-quinone biosynthesis,12,0,1.0000000000000022,1,
"Valine, leucine and isoleucine biosynthesis",4,0,1.0000000000000022,1,
Arginine biosynthesis,23,0,1.0000000000000036,1,
