ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
BP,antifungal humoral response,5,1,0.015226950586626724,1,LTF
BP,mitotic cytokinesis,87,3,0.015736664635266226,1,"MYH10,EXOC1,WNK1"
BP,negative regulation of protein localization to cell periphery,30,2,0.01588874833539174,1,"WNK1,SAPCD2"
MF,tripeptidyl-peptidase activity,3,1,0.015927906346677602,1,TPP2
BP,carbohydrate derivative catabolic process,176,4,0.016488350598278016,1,"PDE1A,PNLIPRP2,CEMIP,ADAMTS12"
BP,positive regulation of activation of membrane attack complex,2,1,0.016518153081941236,1,C3
BP,positive regulation of termination of DNA-templated transcription,2,1,0.016761647713212615,1,WNK1
BP,positive regulation of termination of RNA polymerase II transcription,2,1,0.016761647713212615,1,WNK1
BP,positive regulation of growth hormone receptor signaling pathway,3,1,0.016955496521235236,1,JAK2
CC,sperm head plasma membrane,6,1,0.017014975215296834,1,ADAM21
CC,MAD1 complex,1,1,0.01714956465322405,1,MAD1L1
BP,positive regulation of cell cycle,333,6,0.017830470360982995,1,"STXBP4,CCDC57,LRP5,RPTOR,WNK1,TAS1R2,MAD1L1"
BP,vertebrate eye-specific patterning,3,1,0.017913233413856658,1,C3
BP,ossification involved in bone maturation,25,2,0.018829821976988206,1,"LTF,ADAMTS12"
CC,ubiquinone biosynthesis complex,6,1,0.018931468747256427,1,COQ3
CC,peripheral region of growth cone,2,1,0.01894506415984647,1,ARPC3
MF,ferric-chelate reductase activity,3,1,0.01917561790979969,1,STEAP3
MF,cupric reductase activity,3,1,0.01917561790979969,1,STEAP3
MF,ferric-chelate reductase (NADPH) activity,3,1,0.01917561790979969,1,STEAP3
BP,regulation of T cell proliferation,181,4,0.01936210022673052,1,"HLA-DPB1,JAK2,MAD1L1,DNAJA3"
BP,regulation of mitotic metaphase/anaphase transition,90,3,0.019433596300821865,1,"ARID1B,HECW2,MAD1L1"
MF,prostaglandin E receptor activity,5,1,0.019550698897152146,1,PTGER3
BP,ARF protein signal transduction,21,2,0.01962996148902722,1,"PSD4,FBXO8"
BP,regulation of ARF protein signal transduction,21,2,0.01962996148902722,1,"PSD4,FBXO8"
CC,extrinsic component of cytoplasmic side of plasma membrane,69,3,0.019852429390997572,1,"GNA12,GNB1,JAK2"
BP,positive regulation of cell cycle process,261,5,0.019932383814894733,1,"STXBP4,LRP5,RPTOR,WNK1,TAS1R2,MAD1L1"
BP,positive regulation of T cell proliferation,105,3,0.020066407720393392,1,"HLA-DPB1,JAK2,DNAJA3"
CC,mitotic spindle assembly checkpoint MAD1-MAD2 complex,2,1,0.020101702129440242,1,MAD1L1
BP,positive regulation of skeletal muscle cell proliferation,3,1,0.02049505388345556,1,JAK2
BP,complement-mediated synapse pruning,4,1,0.020597622550531502,1,C3
CC,clathrin vesicle coat,34,2,0.020600574840512795,1,"AP2A2,SGIP1"
BP,regulation of postsynapse to nucleus signaling pathway,2,1,0.020797367860492612,1,JAK2
BP,glutathione metabolic process,56,2,0.020902305729108166,1,"GSTT4,GSTT1"
BP,regulation of acute inflammatory response,49,2,0.02093540808295219,1,"PTGER3,C3"
BP,positive regulation of immune system process,1044,12,0.02096076387747873,1,"TNIP1,SIRPB1,CCR6,HLA-DPB1,IRGM,JAK2,LTF,ARID1B,RPTOR,WNK1,C3,DNAJA3"
MF,"transferase activity, transferring alkyl or aryl (other than methyl) groups",60,2,0.020965526238186562,1,"GSTT4,GSTT1"
CC,lumenal side of endoplasmic reticulum membrane,27,2,0.021114368410743767,1,"HLA-DPB1,SPPL2B"
BP,triglyceride metabolic process,105,3,0.02115366700077506,1,"LIPC,PNLIPRP2,C3"
MF,D5 dopamine receptor binding,2,1,0.02133338275091148,1,GNA12
BP,regulation of digestive system process,37,2,0.021376309394688466,1,"PTGER3,WNK1"
BP,regulation of metaphase/anaphase transition of cell cycle,93,3,0.021618724471560758,1,"ARID1B,HECW2,MAD1L1"
MF,interleukin-12 receptor binding,5,1,0.021743778170552792,1,JAK2
BP,regulation of inflammatory response,422,6,0.021815408314413285,1,"TNIP1,IRGM,JAK2,PTGER3,C3,ADAMTS12"
BP,lymphocyte migration into lymph node,4,1,0.021909785424446215,1,WNK1
BP,type II interferon production,118,3,0.021917699020503348,1,"HLA-DPB1,IRGM,JAK2"
BP,regulation of type II interferon production,118,3,0.021917699020503348,1,"HLA-DPB1,IRGM,JAK2"
CC,AP-type membrane coat adaptor complex,38,2,0.02197837118755895,1,"AP2A2,SGIP1"
BP,bone maturation,28,2,0.02199446224014064,1,"LTF,ADAMTS12"
BP,metaphase/anaphase transition of mitotic cell cycle,94,3,0.0220042272754344,1,"ARID1B,HECW2,MAD1L1"
BP,DN2 thymocyte differentiation,4,1,0.022130859252578388,1,CCR6
BP,positive regulation of protein serine/threonine kinase activity,140,4,0.02246570354521714,1,"IRGM,LTF,CEMIP,RPTOR"
BP,sensory perception of taste,64,2,0.02255996094961501,1,"GNB1,TAS1R2"
MF,C-methyltransferase activity,7,1,0.02281100925707775,1,COQ3
BP,sphinganine metabolic process,3,1,0.022865228335741665,1,DEGS2
BP,activation of membrane attack complex,3,1,0.023118595226126176,1,C3
BP,regulation of activation of membrane attack complex,3,1,0.023118595226126176,1,C3
BP,polyol metabolic process,108,3,0.023399802570928004,1,"DEGS2,INPP5A,COQ3"
BP,positive regulation of nitric oxide biosynthetic process,38,2,0.02344950193257519,1,"DDAH2,JAK2"
BP,neutral lipid catabolic process,38,2,0.023596660586933053,1,"LIPC,PNLIPRP2"
BP,acylglycerol catabolic process,38,2,0.023596660586933053,1,"LIPC,PNLIPRP2"
CC,interleukin-12 receptor complex,3,1,0.023857298097122417,1,JAK2
MF,biotin transmembrane transporter activity,3,1,0.02390690331921978,1,ABCG2
BP,biotin transport,3,1,0.02390690331921978,1,ABCG2
BP,positive regulation of nitric oxide metabolic process,39,2,0.024020371716298134,1,"DDAH2,JAK2"
MF,stalled ribosome sensor activity,3,1,0.024028907057566627,1,GCN1
BP,chemokine (C-C motif) ligand 21 signaling pathway,4,1,0.024102532169160005,1,WNK1
BP,positive regulation of T cell activation,248,5,0.024165969399099898,1,"SIRPB1,HLA-DPB1,JAK2,ARID1B,DNAJA3"
BP,metaphase/anaphase transition of cell cycle,97,3,0.024340793687020336,1,"ARID1B,HECW2,MAD1L1"
CC,extrinsic component of plasma membrane,124,4,0.024630914269367504,1,"CDH17,GNA12,GNB1,JAK2"
CC,extrinsic component of mitochondrial inner membrane,7,1,0.02485273965503419,1,COQ3
BP,regulation of osteoblast proliferation,31,2,0.024896004765287045,1,"LRP5,LTF"
BP,glycerophospholipid catabolic process,34,2,0.02490621653627214,1,"LIPC,PNLIPRP2"
BP,positive regulation of odontoblast differentiation,3,1,0.024932769294617126,1,RPTOR
BP,positive regulation of type IIa hypersensitivity,3,1,0.024950033476066953,1,C3
BP,positive regulation of type II hypersensitivity,3,1,0.024950033476066953,1,C3
CC,phagocytic vesicle lumen,5,1,0.02511197918293834,1,LTF
BP,negative regulation of viral genome replication,55,2,0.025295688493421016,1,"TNIP1,LTF"
MF,[pyruvate dehydrogenase (lipoamide)] phosphatase activity,5,1,0.025745221489921522,1,PPM1H
BP,regulation of growth hormone receptor signaling pathway,6,1,0.025764390250878597,1,JAK2
BP,Norrin signaling pathway,4,1,0.026121886441658245,1,LRP5
BP,negative regulation of cell-cell adhesion mediated by integrin,2,1,0.026133049034668236,1,WNK1
MF,extracellularly glutamate-gated ion channel activity,2,1,0.026308451224029767,1,SLC1A7
BP,regulation of type IIa hypersensitivity,4,1,0.02634785317672652,1,C3
BP,regulation of type II hypersensitivity,4,1,0.02634785317672652,1,C3
BP,intestine smooth muscle contraction,8,1,0.026390613084680107,1,PTGER3
MF,"oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor",5,1,0.02650521098736484,1,STEAP3
BP,cellular response to interleukin-6,40,2,0.026605450082319602,1,"ST3GAL6,JAK2"
BP,establishment of blood-retinal barrier,4,1,0.02674923946697556,1,LRP5
BP,negative regulation of nuclear-transcribed mRNA poly(A) tail shortening,3,1,0.027186022628594226,1,TENT4A
BP,cell-cell signaling involved in mammary gland development,2,1,0.027583589153619942,1,LRP5
CC,heterotrimeric G-protein complex,33,2,0.02772449733531937,1,"GNA12,GNB1"
CC,filamentous actin,28,2,0.027753503580184923,1,"ARPC3,CARMIL1"
CC,interleukin-23 receptor complex,4,1,0.027774404107909784,1,JAK2
BP,regulation of sister chromatid segregation,104,3,0.02818182663723183,1,"ARID1B,HECW2,MAD1L1"
BP,chylomicron remnant clearance,6,1,0.02831620305752946,1,LIPC
BP,hematopoietic or lymphoid organ development,98,3,0.028391203123417093,1,"CDH17,LRP5,MAD1L1"
BP,actin filament uncapping,2,1,0.028403074381941854,1,CARMIL1
BP,phospholipase C-activating G protein-coupled receptor signaling pathway,110,3,0.028407869475885125,1,"GNB1,INPP5A,PTGER3"
CC,lumenal side of membrane,36,2,0.02844175022253468,1,"HLA-DPB1,SPPL2B"
BP,type IIa hypersensitivity,5,1,0.02852888702398018,1,C3
BP,type II hypersensitivity,5,1,0.02852888702398018,1,C3
BP,regulation of termination of RNA polymerase II transcription,4,1,0.02853480750949388,1,WNK1
BP,osteoblast proliferation,36,2,0.028907339573124698,1,"LRP5,LTF"
BP,mitotic cell cycle,926,11,0.028939425267436734,1,"TENT4A,CCDC57,LRP5,MYH10,EXOC1,ARID1B,HECW2,RPTOR,WNK1,MAD1L1,SAPCD2"
BP,positive regulation of complement activation,7,1,0.029034841746820795,1,C3
BP,positive regulation of neuroepithelial cell differentiation,4,1,0.02907098742003217,1,RPTOR
BP,positive regulation of response to type II interferon,6,1,0.02919795751566886,1,IRGM
BP,positive regulation of type II interferon-mediated signaling pathway,6,1,0.02919795751566886,1,IRGM
BP,positive regulation of dendritic cell chemotaxis,9,1,0.029349457183786724,1,CCR6
MF,amylin receptor activity,4,1,0.02938643625584168,1,RAMP3
CC,amylin receptor complex,4,1,0.02938643625584168,1,RAMP3
BP,response to interleukin-6,44,2,0.029421060411908118,1,"ST3GAL6,JAK2"
BP,sensory perception of sweet taste,7,1,0.029761897916969645,1,TAS1R2
MF,dimethylargininase activity,2,1,0.029812840282921513,1,DDAH2
CC,plasma membrane protein complex,581,9,0.029863336909152247,1,"CDH17,RAMP3,AP2A2,GNA12,GNB1,HLA-DPB1,JAK2,LRP5,SGIP1"
BP,cytokinesis,187,4,0.02992754798029091,1,"MYH10,EXOC1,WNK1,TAS1R2"
BP,positive regulation of cytokinesis,47,2,0.02993353670422191,1,"WNK1,TAS1R2"
BP,post-embryonic hemopoiesis,4,1,0.029994658312679317,1,JAK2
BP,positive regulation of leukocyte activation,373,6,0.030044023749979953,1,"SIRPB1,HLA-DPB1,IRGM,JAK2,ARID1B,DNAJA3"
BP,positive regulation of NK T cell proliferation,6,1,0.030683520688784147,1,JAK2
BP,regulation of odontoblast differentiation,5,1,0.030939869822433064,1,RPTOR
BP,digestion,132,3,0.031207890552526832,1,"PNLIPRP2,PTGER3,WNK1"
MF,protein serine/threonine kinase inhibitor activity,37,2,0.031241647193765223,1,"PRKAR1B,RPTOR"
BP,lens induction in camera-type eye,3,1,0.03125157538588757,1,HIPK2
BP,regulation of T cell activation,378,6,0.03135024348381255,1,"SIRPB1,HLA-DPB1,JAK2,ARID1B,MAD1L1,DNAJA3"
MF,riboflavin transmembrane transporter activity,6,1,0.03135670559812167,1,ABCG2
BP,riboflavin transport,6,1,0.03135670559812167,1,ABCG2
BP,positive regulation of peptidyl-serine phosphorylation,104,3,0.031436395981931375,1,"RAMP3,IRGM,RPTOR"
CC,endocytic vesicle,344,6,0.03154167552999407,1,"AP2A2,STXBP4,HLA-DPB1,IRGM,LTF,CEMIP,SGIP1"
BP,thymocyte migration,7,1,0.031588922285945786,1,CCR6
BP,cellular response to lipopolysaccharide,226,4,0.03160179194758404,1,"TNIP1,IRGM,JAK2,LTF"
BP,amide transport,352,6,0.03162212541387013,1,"CDH17,STXBP4,JAK2,LRP5,PTPRN2,SLC1A7,ABCG2"
BP,positive regulation of protein deubiquitination,5,1,0.031662717503959555,1,TNIP1
BP,negative regulation of phospholipase C-activating G protein-coupled receptor signaling pathway,2,1,0.03191885922109563,1,INPP5A
BP,animal organ maturation,32,2,0.032220319850986445,1,"LTF,ADAMTS12"
CC,calcitonin family receptor complex,5,1,0.03238718272148034,1,RAMP3
MF,"calmodulin-activated dual specificity 3',5'-cyclic-GMP, 3',5'-cyclic-AMP phosphodiesterase activity",3,1,0.03254605792494127,1,PDE1A
MF,"calmodulin-activated 3',5'-cyclic-GMP phosphodiesterase activity",3,1,0.03254605792494127,1,PDE1A
BP,dorsal/ventral axon guidance,3,1,0.03272766850565439,1,DCC
CC,GTPase complex,39,2,0.033050694213788215,1,"GNA12,GNB1"
BP,interleukin-3-mediated signaling pathway,6,1,0.03318646925616157,1,JAK2
BP,positive regulation of leukocyte cell-cell adhesion,272,5,0.03330328020544017,1,"SIRPB1,HLA-DPB1,JAK2,ARID1B,DNAJA3"
BP,regulation of termination of DNA-templated transcription,5,1,0.033329650952717116,1,WNK1
BP,Arp2/3 complex-mediated actin nucleation,45,2,0.033577994380450095,1,"ARPC3,CARMIL1"
BP,triglyceride-rich lipoprotein particle clearance,7,1,0.03365438866780798,1,LIPC
BP,regulation of dendritic cell chemotaxis,11,1,0.034108079456628304,1,CCR6
BP,regulation of bone mineralization involved in bone maturation,7,1,0.034226345903348526,1,LTF
BP,positive regulation of inflammatory response,151,3,0.03448103004622686,1,"TNIP1,PTGER3,C3"
MF,ER retention sequence binding,5,1,0.03456290233169911,1,CEMIP
BP,T cell proliferation,212,4,0.03462758089764706,1,"HLA-DPB1,JAK2,MAD1L1,DNAJA3"
BP,positive regulation of cell activation,389,6,0.034692283421141,1,"SIRPB1,HLA-DPB1,IRGM,JAK2,ARID1B,DNAJA3"
BP,defense response to Gram-negative bacterium,87,2,0.034815720977553116,1,"IRGM,LTF"
BP,amylin receptor signaling pathway,6,1,0.035015140022212045,1,RAMP3
BP,oviduct epithelium development,3,1,0.035200875577476955,1,C3
CC,autophagosome membrane,51,2,0.035248734726462345,1,"GABARAPL3,IRGM"
BP,regulation of T cell migration,48,2,0.03527429508000847,1,"CCR6,WNK1"
BP,RNA 3' uridylation,5,1,0.035302335123246015,1,TENT4A
BP,positive regulation of hypersensitivity,6,1,0.0353406009557935,1,C3
BP,cellular response to molecule of bacterial origin,239,4,0.03540255206608928,1,"TNIP1,IRGM,JAK2,LTF"
BP,mesodermal cell migration,5,1,0.035581095559142045,1,LRP5
BP,regulation of NK T cell proliferation,7,1,0.03560671002504411,1,JAK2
BP,positive regulation of chondrocyte proliferation,8,1,0.03571576960161808,1,LTF
MF,TFIIIC-class transcription factor complex binding,3,1,0.03583354337073683,1,RPTOR
BP,regulation of hepatocyte growth factor receptor signaling pathway,4,1,0.03587856598175975,1,ADAMTS12
BP,cytoskeleton-dependent cytokinesis,116,3,0.03608546192066429,1,"MYH10,EXOC1,WNK1"
CC,plasma membrane region,1301,16,0.03616108969753766,1,"CDH17,AP2A2,DCC,AAK1,PSD4,GNA12,JAK2,MYH10,CEMIP,TENM2,SLC1A7,SGIP1,ADAM21,SAPCD2,DNAJA3,ABCG2"
BP,negative regulation of barbed-end actin filament capping,4,1,0.0362557055471704,1,CARMIL1
BP,immune system development,198,4,0.03715259481193918,1,"CDH17,CCR6,LRP5,MAD1L1"
