ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
CC,extracellular vesicle,2233,27,0.014622567873385242,1,"PATJ,CTDSPL,CEL,CHP1,CTNND1,F5,FCER2,TNIK,CUX2,SERINC5,B4GALT1,METRNL,IL1RN,EIF6,ITIH1,LAMA3,LCAT,CAB39,PRG2,PRKCB,PRKCH,RREB1,TKT,UBE2G1,VCL,CAPG,CREG1,CD9"
CC,extracellular organelle,2234,27,0.014683107064143778,1,"PATJ,CTDSPL,CEL,CHP1,CTNND1,F5,FCER2,TNIK,CUX2,SERINC5,B4GALT1,METRNL,IL1RN,EIF6,ITIH1,LAMA3,LCAT,CAB39,PRG2,PRKCB,PRKCH,RREB1,TKT,UBE2G1,VCL,CAPG,CREG1,CD9"
CC,extracellular membrane-bounded organelle,2234,27,0.014683107064143778,1,"PATJ,CTDSPL,CEL,CHP1,CTNND1,F5,FCER2,TNIK,CUX2,SERINC5,B4GALT1,METRNL,IL1RN,EIF6,ITIH1,LAMA3,LCAT,CAB39,PRG2,PRKCB,PRKCH,RREB1,TKT,UBE2G1,VCL,CAPG,CREG1,CD9"
BP,ribonucleotide catabolic process,51,3,0.014689699097170064,1,"PDE4D,ENTPD7,GDA"
BP,peptidyl-lysine methylation,53,3,0.014722482090918032,1,"AUTS2,KANSL1,SMYD3"
BP,positive regulation of cellular metabolic process,3389,41,0.014781670632982925,1,"BRD8,CHP1,ELK4,ETS1,FCER2,FOXK1,TNIK,CUX2,RYBP,ZNF521,AUTS2,EHF,SLCO3A1,KANSL1,STPG4,ZBTB48,HMGA1,EIF6,RERE,NFIA,IL20,PDE4D,CAB39,BCL11A,PRG2,PRKCB,PTAFR,SLC24A3,EP400,RPS6KA2,RREB1,SMYD3,CREB3L2,SRPK2,CARD14,AXIN1,BTRC,RPS6KA4,IL1RL1,MTA2,BABAM2"
BP,internal protein amino acid acetylation,58,3,0.01487868917313407,1,"BRD8,AUTS2,EP400"
MF,protein adenylyltransferase activity,2,1,0.014934622845591161,1,SELENOO
MF,histone kinase activity,20,2,0.01499088868079758,1,"PRKCB,RPS6KA4"
BP,positive regulation of macromolecule biosynthetic process,2581,33,0.015209785133472034,1,"BRD8,CHP1,ELK4,ETS1,FCER2,FOXK1,CUX2,RYBP,ZNF521,AUTS2,EHF,KANSL1,ZBTB48,HMGA1,EIF6,RERE,NFIA,PDE4D,BCL11A,PRG2,PRKCB,PTAFR,SLC24A3,EP400,RPS6KA2,RREB1,SMYD3,CREB3L2,SRPK2,BTRC,RPS6KA4,IL1RL1,MTA2"
MF,UDP-galactosyltransferase activity,28,2,0.015258796607081609,1,"COLGALT2,B4GALT1"
MF,"interleukin-1, type II receptor binding",2,1,0.01559359317338085,1,IL1RN
BP,GMP catabolic process,3,1,0.015691044816438196,1,GDA
MF,transcription corepressor activity,189,6,0.015751182701546344,1,"CDYL2,RYBP,RERE,URI1,CREG1,MTA2"
BP,division septum assembly,1,1,0.015876965593395694,1,BIN3
BP,actin cortical patch localization,1,1,0.015876965593395694,1,BIN3
BP,cell septum assembly,1,1,0.015876965593395694,1,BIN3
MF,lactose synthase activity,3,1,0.0159539423358811,1,B4GALT1
BP,nucleobase-containing small molecule catabolic process,29,2,0.016423235699998175,1,"ENTPD7,GDA"
BP,cytosolic ribosome assembly,4,1,0.016433156668471692,1,EIF6
MF,oxoglutarate dehydrogenase [NAD(P)+] activity,1,1,0.016552909622354763,1,OGDH
MF,oxoglutarate dehydrogenase (NAD+) activity,1,1,0.016552909622354763,1,OGDH
BP,regulation of B cell receptor signaling pathway,23,2,0.016653130252691193,1,"PRKCB,PRKCH"
CC,NuA4 histone acetyltransferase complex,31,2,0.016872520025155654,1,"BRD8,EP400"
CC,H4/H2A histone acetyltransferase complex,31,2,0.016872520025155654,1,"BRD8,EP400"
BP,disaccharide biosynthetic process,4,1,0.017151376255789084,1,B4GALT1
MF,ubiquitin-protein transferase regulator activity,27,2,0.017362692044127586,1,"FZR1,BTRC"
BP,maintenance of cell polarity,18,2,0.017411372104551726,1,"DST,DLG5"
MF,galactosyltransferase activity,31,2,0.01743914492583152,1,"COLGALT2,B4GALT1"
BP,negative regulation of phosphatase activity,24,2,0.017803404063082486,1,"CHP1,FKBP1A,URI1"
CC,podosome ring,1,1,0.018008278824923632,1,VCL
BP,regulation of protein localization to adherens junction,1,1,0.018008278824923632,1,VCL
MF,IgE binding,5,1,0.01823932901487675,1,FCER2
CC,vesicle tethering complex,57,3,0.01824856728259784,1,"EXOC6B,VPS39,TRAPPC14"
BP,protein modification process,2978,37,0.01846467843297206,1,"CTDSPL,BRD8,CHP1,FKBP1A,TNIK,UBR4,AUTS2,FBXW8,B4GALT1,SLCO3A1,KANSL1,GRK5,OGDH,IL20,FZR1,PDE4D,CAB39,BCL11A,NDFIP2,PRKCB,PRKCH,EP400,PTPRE,RPS6KA2,SMURF2,SMYD3,SRPK2,TOP1,UBE2G1,CARD14,AXIN1,SELENOO,MAP4K3,ZNRF1,BTRC,RPS6KA4,MTA2,SH3BP5,BABAM2"
CC,vesicle,4084,45,0.01847175644318997,1,"PATJ,CTDSPL,CEL,CHP1,CTNND1,F5,FCER2,TNIK,KIF1B,RHOBTB2,CUX2,VPS39,UBR4,SERINC5,B4GALT1,METRNL,IL1RN,EIF6,ITIH1,LAMA3,LCAT,CAB39,NDFIP2,TRAPPC14,PRG2,PRKCB,PRKCH,ENTPD7,PTAFR,RREB1,DST,TKT,UBE2G1,VCL,ZFYVE21,RIN3,SLC66A2,CAPG,AXIN1,ANXA9,TUBA1C,ZNRF1,CREG1,SNX21,CD1D,CD9,SH3BP5"
BP,lactose metabolic process,3,1,0.01866597710253556,1,B4GALT1
BP,glyceraldehyde-3-phosphate biosynthetic process,2,1,0.018677371656293528,1,TKT
MF,chromatin binding,592,11,0.018983859798865917,1,"ELK4,AUTS2,STPG4,HMGA1,RERE,NFIA,PRKCB,EP400,TOP1,URI1,MTA2"
BP,histone H3-K4 methylation,20,2,0.01901560462278624,1,"AUTS2,KANSL1"
BP,pyrimidine nucleoside triphosphate catabolic process,3,1,0.01906099973581737,1,ENTPD7
BP,protein adenylylation,3,1,0.019153767474756615,1,SELENOO
BP,protein nucleotidylation,3,1,0.019153767474756615,1,SELENOO
CC,INO80-type complex,26,2,0.019593375539387118,1,"BRD8,EP400"
BP,dGMP catabolic process,4,1,0.020166168534084324,1,GDA
MF,calcium-dependent protein kinase C activity,15,2,0.020180196497770857,1,"PRKCB,PRKCH"
BP,positive regulation of metabolic process,3768,44,0.020328770515224897,1,"BRD8,CHP1,ELK4,ETS1,FCER2,FOXK1,TNIK,CUX2,RYBP,ZNF521,AUTS2,FBXW8,EHF,SLCO3A1,KANSL1,STPG4,ZBTB48,HMGA1,EIF6,RERE,NFIA,IL20,FZR1,PDE4D,CAB39,BCL11A,NDFIP2,PRG2,PRKCB,PTAFR,SLC24A3,EP400,RPS6KA2,RREB1,SMYD3,CREB3L2,SRPK2,CARD14,AXIN1,BTRC,RPS6KA4,IL1RL1,MTA2,BABAM2"
MF,enzyme-substrate adaptor activity,64,3,0.02041144383850748,1,"FZR1,AXIN1,BTRC"
BP,regulation of leukocyte adhesion to vascular endothelial cell,41,2,0.02048347888817748,1,"ETS1,PTAFR"
BP,zonula adherens assembly,1,1,0.020553181247617236,1,DLG5
CC,vacuolar HOPS complex,2,1,0.020606146095818036,1,VPS39
CC,lysosomal HOPS complex,2,1,0.020606146095818036,1,VPS39
BP,regulation of DNA-templated transcription,3365,39,0.020678570273437086,1,"CTDSPL,BRD8,CHP1,CDYL2,ELK4,ETS1,FOXK1,CUX2,RYBP,ZNF521,AUTS2,EHF,AHDC1,SLCO3A1,KANSL1,ZBTB48,HMGA1,ZNF662,RERE,NFIA,MTERF3,BCL11A,PRKCB,PRKCH,PTAFR,EP400,RREB1,SMURF2,SMYD3,CREB3L2,ZNF215,CARD14,MCPH1,AXIN1,URI1,CREG1,BTRC,RPS6KA4,MTA2"
BP,regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity,2,1,0.020781578514784214,1,SERINC5
BP,positive regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity,2,1,0.020781578514784214,1,SERINC5
BP,positive regulation of serine C-palmitoyltransferase activity,2,1,0.020781578514784214,1,SERINC5
BP,UDP catabolic process,3,1,0.020924242079667265,1,ENTPD7
BP,pyrimidine nucleoside diphosphate catabolic process,3,1,0.020924242079667265,1,ENTPD7
BP,pyrimidine ribonucleoside diphosphate catabolic process,3,1,0.020924242079667265,1,ENTPD7
CC,extracellular exosome,2145,26,0.021008917275101575,1,"PATJ,CTDSPL,CEL,CHP1,CTNND1,FCER2,TNIK,CUX2,SERINC5,B4GALT1,METRNL,IL1RN,EIF6,ITIH1,LAMA3,LCAT,CAB39,PRG2,PRKCB,PRKCH,RREB1,TKT,UBE2G1,VCL,CAPG,CREG1,CD9"
MF,protein serine/threonine kinase activity,425,10,0.02122150030957887,1,"TNIK,GRK5,PRKCB,PRKCH,RPS6KA2,SRPK2,TOP1,TRIO,MAP4K3,RPS6KA4"
MF,protein kinase C activity,16,2,0.021327945137753497,1,"PRKCB,PRKCH"
BP,regulation of lamellipodium organization,53,3,0.02134181100057251,1,"AUTS2,BIN3,RREB1"
BP,purinergic nucleotide receptor signaling pathway,31,2,0.021428967305452327,1,"P2RY2,PTAFR"
BP,regulation of neuron remodeling,1,1,0.021529618215598578,1,BCL11A
BP,negative regulation of neuron remodeling,1,1,0.021529618215598578,1,BCL11A
BP,negative regulation of branching morphogenesis of a nerve,1,1,0.021529618215598578,1,BCL11A
BP,chylomicron assembly,4,1,0.02157499478818444,1,LPCAT3
BP,regulation of RNA biosynthetic process,3383,39,0.02160680324991676,1,"CTDSPL,BRD8,CHP1,CDYL2,ELK4,ETS1,FOXK1,CUX2,RYBP,ZNF521,AUTS2,EHF,AHDC1,SLCO3A1,KANSL1,ZBTB48,HMGA1,ZNF662,RERE,NFIA,MTERF3,BCL11A,PRKCB,PRKCH,PTAFR,EP400,RREB1,SMURF2,SMYD3,CREB3L2,ZNF215,CARD14,MCPH1,AXIN1,URI1,CREG1,BTRC,RPS6KA4,MTA2"
BP,response to vitamin K,4,1,0.021773505603671067,1,F5
BP,regulation of reproductive process,206,5,0.021781399238711197,1,"B4GALT1,FZR1,PTAFR,RPS6KA2,SMURF2"
MF,interleukin-33 receptor activity,2,1,0.021805558923766052,1,IL1RL1
BP,positive regulation of intestinal cholesterol absorption,3,1,0.021845696756716913,1,LPCAT3
BP,peptidyl-lysine acetylation,68,3,0.021912342834427837,1,"BRD8,AUTS2,EP400"
BP,negative regulation of mast cell chemotaxis,1,1,0.02197827909132126,1,RIN3
BP,regulation of histone methylation,19,2,0.02204127177200648,1,"AUTS2,KANSL1"
MF,histone H3S28 kinase activity,2,1,0.02205767563577702,1,RPS6KA4
BP,guanine metabolic process,4,1,0.022072411867412087,1,GDA
BP,cell-cell junction assembly,157,5,0.022194692223146004,1,"PATJ,CTNND1,PRKCH,VCL,DLG5,CD9"
MF,copper-dependent protein binding,3,1,0.022201537064201044,1,ATOX1
MF,immunoglobulin receptor activity,9,1,0.022214535724069496,1,FCER2
MF,palmitoyl-CoA oxidase activity,4,1,0.02248856226686187,1,ACOX1
CC,H zone,1,1,0.022574028920047073,1,DST
BP,response to thyroid hormone,29,2,0.022655998997168473,1,"BRD8,CAB39"
BP,lamellipodium organization,91,4,0.022695037544492005,1,"AUTS2,BIN3,RREB1,VCL"
CC,germinal vesicle,4,1,0.022795583098463745,1,STPG4
BP,positive regulation of cellular biosynthetic process,2669,33,0.022857180521011964,1,"BRD8,CHP1,ELK4,ETS1,FCER2,FOXK1,CUX2,RYBP,ZNF521,AUTS2,EHF,KANSL1,ZBTB48,HMGA1,EIF6,RERE,NFIA,PDE4D,BCL11A,PRG2,PRKCB,PTAFR,SLC24A3,EP400,RPS6KA2,RREB1,SMYD3,CREB3L2,SRPK2,BTRC,RPS6KA4,IL1RL1,MTA2"
BP,regulation of histone H4 acetylation,1,1,0.02301288780136023,1,AUTS2
BP,positive regulation of histone H4 acetylation,1,1,0.02301288780136023,1,AUTS2
BP,positive regulation of histone H4-K16 acetylation,1,1,0.02301288780136023,1,AUTS2
BP,adenylate cyclase-activating adrenergic receptor signaling pathway involved in positive regulation of heart rate,1,1,0.023062290160808466,1,PDE4D
MF,promoter-enhancer loop anchoring activity,3,1,0.02346724913560684,1,AHDC1
MF,chromatin loop anchoring activity,3,1,0.02346724913560684,1,AHDC1
BP,phosphatidylserine metabolic process,23,2,0.02349610183669699,1,"LPCAT3,SERINC5"
BP,positive regulation of epidermal cell differentiation,28,2,0.023508317033176688,1,"IL20,PRKCH"
BP,regulation of proteasomal protein catabolic process,196,5,0.023513908093988706,1,"RYBP,FBXW8,FZR1,AXIN1,BTRC"
BP,macromolecule methylation,208,5,0.023518705367420553,1,"AUTS2,KANSL1,STPG4,SMYD3,MTA2"
BP,regulation of gastro-intestinal system smooth muscle contraction,5,1,0.023576866030872452,1,PTAFR
BP,positive regulation of gastro-intestinal system smooth muscle contraction,5,1,0.023576866030872452,1,PTAFR
BP,creatinine metabolic process,2,1,0.023643470692384073,1,SLC16A12
BP,cytoplasmic microtubule organization,59,3,0.02379372692052657,1,"CHP1,AXIN1,WDR73"
MF,transketolase activity,3,1,0.024061260425509042,1,TKT
CC,microtubule organizing center,845,14,0.024399119383165815,1,"PATJ,UBR4,SERINC5,FBXW8,CCDC57,IL1RN,PDE4D,TRAPPC14,PRKCB,CTNNBL1,CSTPP1,MCPH1,CAPG,DLG5"
BP,adenylate cyclase-activating adrenergic receptor signaling pathway involved in regulation of heart rate,2,1,0.024537893099037065,1,PDE4D
BP,regulation of brown fat cell differentiation,25,2,0.02484715307912922,1,"METRNL,RREB1"
BP,myoblast migration involved in skeletal muscle regeneration,4,1,0.024878041461608318,1,BIN3
BP,positive regulation of protein modification by small protein conjugation or removal,129,4,0.025072507985963777,1,"FZR1,NDFIP2,AXIN1,BTRC"
BP,positive regulation of biosynthetic process,2690,33,0.025188650986194806,1,"BRD8,CHP1,ELK4,ETS1,FCER2,FOXK1,CUX2,RYBP,ZNF521,AUTS2,EHF,KANSL1,ZBTB48,HMGA1,EIF6,RERE,NFIA,PDE4D,BCL11A,PRG2,PRKCB,PTAFR,SLC24A3,EP400,RPS6KA2,RREB1,SMYD3,CREB3L2,SRPK2,BTRC,RPS6KA4,IL1RL1,MTA2"
BP,adenylate cyclase-activating adrenergic receptor signaling pathway,27,2,0.025311213807944318,1,"AKAP13,PDE4D"
BP,regulation of meiotic nuclear division,33,2,0.025350090510863267,1,"FZR1,RPS6KA2"
MF,procollagen galactosyltransferase activity,3,1,0.025388870270559905,1,COLGALT2
BP,positive regulation of intestinal absorption,4,1,0.02575860576424253,1,LPCAT3
BP,positive regulation of intestinal lipid absorption,4,1,0.02575860576424253,1,LPCAT3
BP,macromolecule modification,3206,38,0.025853272913126946,1,"CTDSPL,BRD8,CHP1,FKBP1A,TNIK,UBR4,AUTS2,FBXW8,B4GALT1,SLCO3A1,KANSL1,STPG4,GRK5,OGDH,IL20,FZR1,PDE4D,CAB39,BCL11A,NDFIP2,PRKCB,PRKCH,EP400,PTPRE,RPS6KA2,SMURF2,SMYD3,SRPK2,TOP1,UBE2G1,CARD14,AXIN1,SELENOO,MAP4K3,ZNRF1,BTRC,RPS6KA4,MTA2,SH3BP5,BABAM2"
BP,purine deoxyribonucleoside catabolic process,4,1,0.026051660880416647,1,GDA
BP,sperm-egg recognition,51,2,0.026226733987851397,1,"B4GALT1,CD9"
BP,regulation of protein ubiquitination,196,5,0.026251829433735836,1,"CHP1,FZR1,NDFIP2,AXIN1,BTRC"
BP,epigenetic programing of male pronucleus,3,1,0.02655445408457524,1,STPG4
BP,regulation of serine C-palmitoyltransferase activity,3,1,0.026636176350424118,1,SERINC5
MF,G protein-coupled UTP receptor activity,3,1,0.02667783528528009,1,P2RY2
MF,transcription coregulator activity,491,10,0.02690259940703177,1,"BRD8,CDYL2,ETS1,RYBP,HMGA1,RERE,PRKCB,URI1,CREG1,MTA2"
MF,"interleukin-1, type I receptor binding",2,1,0.026931883479654372,1,IL1RN
MF,phospholipase A2 inhibitor activity,6,1,0.027242338508904302,1,ANXA9
BP,positive regulation of anaphase-promoting complex-dependent catabolic process,3,1,0.02724783422508189,1,FZR1
BP,positive regulation of antigen receptor-mediated signaling pathway,27,2,0.02761617208680914,1,"PRKCB,PRKCH"
BP,cerebellar Purkinje cell layer maturation,2,1,0.02821698778706498,1,RERE
CC,centriolar satellite,118,4,0.02845309909292086,1,"PATJ,CCDC57,TRAPPC14,CSTPP1"
BP,positive regulation of double-strand break repair via homologous recombination,37,2,0.02847178311177645,1,"BRD8,EP400"
MF,beta-catenin binding,85,4,0.02883897944275557,1,"CTNND1,VCL,AXIN1,BTRC,DLG5"
BP,positive regulation of epidermis development,32,2,0.029116520527724243,1,"IL20,PRKCH"
BP,regulation of transcytosis,2,1,0.029255917540442728,1,PTAFR
BP,positive regulation of transcytosis,2,1,0.029255917540442728,1,PTAFR
MF,interleukin-1 receptor antagonist activity,3,1,0.02946509918195761,1,IL1RN
MF,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity",4,1,0.030038530149036707,1,B4GALT1
