"seed","nclass","BIC","AIC"
6,4,7567.46411670084,7364.24219701542
6,5,7598.04004269836,7342.70993847822
6,6,7602.87699955013,7295.43871079527
6,7,7628.76498128561,7269.21850799602
6,8,7699.63533966493,7287.98068184063
6,9,7771.84221485998,7308.07937250095
6,10,7843.64746858849,7327.77644169474
6,11,7915.74539579356,7347.76618436508
6,12,7987.85358032575,7367.76618436255
7,2,8041.72412898032,7942.71857836434
7,3,7683.76836509706,7532.65462994637
7,4,7567.46411670111,7364.24219701569
7,5,7530.76881501567,7275.43871079553
7,6,7561.34483566822,7253.90654691336
7,7,7629.28924839797,7269.74277510838
7,8,7699.57064734003,7287.91598951572
7,9,7771.71096939575,7307.94812703672
7,10,7843.63723874235,7327.7662118486
7,11,7916.2687073044,7348.28949587593
7,12,7987.85358032389,7367.76618436069
8,2,8041.72412898032,7942.71857836434
8,3,7683.76836509842,7532.65462994773
8,4,7567.46411670081,7364.24219701539
8,5,7530.76881501534,7275.4387107952
8,6,7561.34611348958,7253.90782473472
8,7,7628.6631613104,7269.11668802082
8,8,7700.59026308464,7288.93560526033
8,9,7771.58946749163,7307.8266251326
8,10,7843.6372427535,7327.76621585975
8,11,7915.74539580349,7347.76618437501
8,12,7987.85358032828,7367.76618436508
9,2,8041.72412898032,7942.71857836434
9,3,7683.76836536732,7532.65463021662
9,4,7567.46411670101,7364.24219701559
9,5,7530.76881501505,7275.43871079492
9,6,7561.34473842754,7253.90644967268
9,7,7629.28068444097,7269.73421115138
9,8,7701.04044401991,7289.38578619561
9,9,7771.52974435178,7307.76690199275
9,10,7843.63721162756,7327.76618473381
9,11,7915.74539581677,7347.7661843883
9,12,7987.85358033286,7367.76618436966
10,2,8041.72412898032,7942.71857836434
10,3,7683.76836514999,7532.6546299993
10,4,7567.46411670088,7364.24219701547
10,5,7530.7688150151,7275.43871079496
10,6,7561.34612608286,7253.907837328
10,7,7628.64778158571,7269.10130829613
10,8,7699.67483680484,7288.02017898053
10,9,7771.70025634256,7307.93741398354
10,10,7843.64924628308,7327.77821938934
10,11,7915.8097737255,7347.83056229703
10,12,7987.85358032665,7367.76618436346
11,2,8041.72412898032,7942.71857836434
11,3,7683.76836512161,7532.65462997091
11,4,7567.46411670117,7364.24219701575
11,5,7530.76881501524,7275.4387107951
11,6,7561.49928595282,7254.06099719796
11,7,7629.22223475963,7269.67576147005
11,8,7701.0568252488,7289.4021674245
11,9,7771.8720566942,7308.10921433517
11,10,7843.78272497835,7327.9116980846
11,11,7915.76150071626,7347.78228928779
11,12,7987.85358034401,7367.76618438082
12,2,8041.72412898032,7942.71857836434
12,3,7683.76836655893,7532.65463140823
12,4,7567.46411670086,7364.24219701545
12,5,7530.76881501514,7275.43871079501
12,6,7561.3461879378,7253.90789918294
12,7,7628.66236551747,7269.11589222789
12,8,7700.42385126346,7288.76919343915
12,9,7771.72865810906,7307.96581575004
12,10,7843.64972575048,7327.77869885673
12,11,7915.77503258974,7347.79582116127
12,12,7987.85358032169,7367.7661843585
13,2,8041.72412898032,7942.71857836434
13,3,7683.7683652764,7532.6546301257
13,4,7567.46411670122,7364.2421970158
13,5,7530.76881501511,7275.43871079497
13,6,7602.87699955031,7295.43871079545
13,7,7628.5242718179,7268.97779852832
13,8,7699.73714084278,7288.08248301847
13,9,7771.52959020889,7307.76674784987
13,10,7843.64412222708,7327.77309533333
13,11,7915.74539579455,7347.76618436608
13,12,7987.85358033113,7367.76618436793
14,2,8041.72412898032,7942.71857836434
14,3,7683.76836507199,7532.65462992129
14,4,7567.46411670121,7364.24219701579
14,5,7530.76881501512,7275.43871079498
14,6,7561.34474316145,7253.90645440659
14,7,7628.6621259642,7269.11565267462
14,8,7700.4205953083,7288.76593748399
14,9,7772.55310881139,7308.79026645236
14,10,7843.63721125522,7327.76618436147
14,11,7915.75648208536,7347.77727065688
14,12,7987.85358032631,7367.76618436312
15,2,8041.72412898032,7942.71857836434
15,3,7683.76836553569,7532.65463038499
15,4,7567.46411670137,7364.24219701595
15,5,7530.76881501565,7275.43871079551
15,6,7561.34475194123,7253.90646318636
15,7,7629.20889772443,7269.66242443484
15,8,7700.44874511345,7288.79408728914
15,9,7771.52997666365,7307.76713430463
15,10,7843.64255818588,7327.77153129213
15,11,7915.81260412155,7347.83339269308
15,12,7987.85358957733,7367.76619361414
16,2,8041.72412898032,7942.71857836434
16,3,7683.76836510227,7532.65462995158
16,4,7567.46411670091,7364.2421970155
16,5,7530.76881501531,7275.43871079517
16,6,7561.34604672019,7253.90775796533
16,7,7628.68235227891,7269.13587898933
16,8,7700.63255585835,7288.97789803404
16,9,7771.86098371305,7308.09814135402
16,10,7844.15701578087,7328.28598888712
16,11,7915.74539579066,7347.76618436218
16,12,7987.85358032294,7367.76618435975
17,2,8041.72412898032,7942.71857836434
17,3,7683.76836518275,7532.65463003206
17,4,7567.46411670055,7364.24219701514
17,5,7530.76881501519,7275.43871079506
17,6,7561.34473805258,7253.90644929772
17,7,7628.65521629505,7269.10874300547
17,8,7699.56642930816,7287.91177148385
17,9,7771.65850809239,7307.89566573337
17,10,7844.63147958983,7328.76045269608
17,11,7915.90622503502,7347.92701360655
17,12,7987.85358032073,7367.76618435754
18,2,8041.72412898032,7942.71857836434
18,3,7683.76836527449,7532.6546301238
18,4,7567.46411670093,7364.24219701551
18,5,7530.76881501505,7275.43871079492
18,6,7561.71795996688,7254.27967121202
18,7,7628.64547234068,7269.09899905109
18,8,7699.72127528281,7288.06661745851
18,9,7771.54193808032,7307.77909572129
18,10,7843.63745899022,7327.76643209646
18,11,7915.745395794,7347.76618436553
18,12,7987.85358033502,7367.76618437182
19,2,8041.72412898032,7942.71857836434
19,3,7683.76836525785,7532.65463010715
19,4,7567.46411670097,7364.24219701555
19,5,7530.76881501548,7275.43871079534
19,6,7561.34612634221,7253.90783758735
19,7,7629.22086597729,7269.67439268771
19,8,7700.76952431429,7289.11486648998
19,9,7771.65189570957,7307.88905335054
19,10,7843.70790222476,7327.83687533101
19,11,7915.74539578898,7347.76618436051
19,12,7987.8535803243,7367.76618436111
20,2,8041.72412898032,7942.71857836434
20,3,7683.76836506193,7532.65462991124
20,4,7567.46411670102,7364.24219701561
20,5,7530.76881501564,7275.43871079551
20,6,7561.71714408973,7254.27885533486
20,7,7629.30148283929,7269.75500954971
20,8,7699.5869018691,7287.93224404479
20,9,7771.53074351038,7307.76790115135
20,10,7843.63721127067,7327.76618437692
20,11,7916.09685909959,7348.11764767112
20,12,7987.85358035349,7367.76618439029
21,2,8041.72412898032,7942.71857836434
21,3,7683.76836531865,7532.65463016795
21,4,7567.46411670128,7364.24219701586
21,5,7530.76881501521,7275.43871079507
21,6,7561.34473791133,7253.90644915647
21,7,7628.65035781252,7269.10388452294
21,8,7699.62018016531,7287.96552234101
21,9,7771.69715469418,7307.93431233515
21,10,7843.63721125547,7327.76618436172
21,11,7915.87470662824,7347.89549519977
21,12,7987.8535803289,7367.76618436571
22,2,8041.72412898032,7942.71857836434
22,3,7683.76836508202,7532.65462993133
22,4,7567.46411670112,7364.2421970157
22,5,7530.76881501537,7275.43871079524
22,6,7561.346124014,7253.90783525914
22,7,7628.65553758214,7269.10906429255
22,8,7700.58549434919,7288.93083652489
22,9,7771.80544687649,7308.04260451746
22,10,7843.6374145958,7327.76638770205
22,11,7915.74550180151,7347.76629037304
22,12,7987.85358032399,7367.7661843608
23,2,8041.72412898032,7942.71857836434
23,3,7683.76836506187,7532.65462991117
23,4,7647.07306348836,7443.85114380294
23,5,7530.7688150152,7275.43871079506
23,6,7561.34473961092,7253.90645085606
23,7,7628.67157874906,7269.12510545948
23,8,7699.71088023443,7288.05622241012
23,9,7772.55894297693,7308.7961006179
23,10,7843.88772009601,7328.01669320226
23,11,7915.74579406469,7347.76658263621
23,12,7987.93703752553,7367.84964156233
24,2,8041.72412898032,7942.71857836434
24,3,7683.76836510419,7532.65462995349
24,4,7567.46411670122,7364.2421970158
24,5,7530.76881501491,7275.43871079477
24,6,7561.34500880035,7253.90672004549
24,7,7628.52428172909,7268.97780843951
24,8,7699.68786534447,7288.03320752017
24,9,7771.5290267259,7307.76618436687
24,10,7843.85661176677,7327.98558487302
24,11,7915.74539578754,7347.76618435907
24,12,7987.85358034194,7367.76618437875
25,2,8041.72412898032,7942.71857836434
25,3,7683.76836510121,7532.65462995052
25,4,7567.46411670097,7364.24219701556
25,5,7530.76881501599,7275.43871079585
25,6,7602.87699955078,7295.43871079592
25,7,7629.19589817033,7269.64942488074
25,8,7699.58782205416,7287.93316422986
25,9,7771.70295812957,7307.94011577055
25,10,7843.6416039219,7327.77057702815
25,11,7915.74680427804,7347.76759284957
25,12,7987.85358032383,7367.76618436063
26,2,8041.72412898032,7942.71857836434
26,3,7683.76836509874,7532.65462994805
26,4,7567.46411670121,7364.24219701579
26,5,7530.76881501521,7275.43871079507
26,6,7561.34479319786,7253.90650444299
26,7,7628.52480138753,7268.97832809794
26,8,7700.41510610519,7288.76044828088
26,9,7771.53797638975,7307.77513403072
26,10,7843.83309929476,7327.96207240101
26,11,7915.74539579043,7347.76618436196
26,12,7987.85358032262,7367.76618435942
27,2,8041.72412898032,7942.71857836434
27,3,7683.76836526423,7532.65463011354
27,4,7567.46411670117,7364.24219701575
27,5,7530.76881501546,7275.43871079532
27,6,7561.34474142591,7253.90645267104
27,7,7629.25736036437,7269.71088707478
27,8,7699.62034956805,7287.96569174374
27,9,7771.52902671687,7307.76618435784
27,10,7843.73199216352,7327.86096526977
27,11,7915.7453957934,7347.76618436493
27,12,7987.85358033415,7367.76618437096
28,2,8041.72412898032,7942.71857836434
28,3,7683.76836540234,7532.65463025165
28,4,7567.46411670081,7364.2421970154
28,5,7530.76881501524,7275.4387107951
28,6,7602.87699955014,7295.43871079528
28,7,7628.52443767881,7268.97796438923
28,8,7699.683030295,7288.02837247069
28,9,7771.53327606182,7307.7704337028
28,10,7843.69712338624,7327.82609649249
28,11,7915.75859500581,7347.77938357734
28,12,7987.85358032177,7367.76618435858
29,2,8041.72412898032,7942.71857836434
29,3,7683.76836523571,7532.65463008502
29,4,7567.46411670133,7364.24219701591
29,5,7530.76881501543,7275.43871079529
29,6,7561.34585391742,7253.90756516256
29,7,7628.71412391964,7269.16765063006
29,8,7700.48745943212,7288.83280160781
29,9,7771.85728910651,7308.09444674748
29,10,7843.8347739386,7327.96374704485
29,11,7915.74539579581,7347.76618436734
29,12,7987.8535822979,7367.7661863347
30,2,8041.72412898032,7942.71857836434
30,3,7683.76836521881,7532.65463006812
30,4,7567.4641167009,7364.24219701548
30,5,7530.76881501527,7275.43871079513
30,6,7561.34474366999,7253.90645491513
30,7,7628.67953880514,7269.13306551555
30,8,7700.87792784584,7289.22327002153
30,9,7771.5299719934,7307.76712963438
30,10,7843.63721126858,7327.76618437483
30,11,7915.74539579858,7347.76618437011
30,12,7987.8535803197,7367.7661843565
31,2,8041.72412898032,7942.71857836434
31,3,7683.76836520366,7532.65463005296
31,4,7567.46411670083,7364.24219701542
31,5,7598.04004073725,7342.70993651711
31,6,7561.34474095202,7253.90645219716
31,7,7628.52427310372,7268.97779981414
31,8,7699.61271967725,7287.95806185294
31,9,7772.34495612454,7308.58211376551
31,10,7843.6422024579,7327.77117556415
31,11,7915.74539578917,7347.7661843607
31,12,7987.85358033795,7367.76618437476
32,2,8041.72412898032,7942.71857836434
32,3,7683.76836524035,7532.65463008966
32,4,7647.07306341592,7443.8511437305
32,5,7530.76881501528,7275.43871079514
32,6,7561.34474110009,7253.90645234523
32,7,7629.21393335029,7269.6674600607
32,8,7700.41528811951,7288.76063029521
32,9,7771.75386679487,7307.99102443584
32,10,7843.70957908186,7327.83855218811
32,11,7915.74748533621,7347.76827390774
32,12,7987.85358032734,7367.76618436415
33,2,8041.72412898032,7942.71857836434
33,3,7683.76836510041,7532.65462994971
33,4,7567.46411670099,7364.24219701558
33,5,7530.76881501527,7275.43871079513
33,6,7561.34473839167,7253.90644963681
33,7,7628.65900712905,7269.11253383946
33,8,7699.64370261806,7287.98904479376
33,9,7772.54648854075,7308.78364618173
33,10,7843.82689121326,7327.95586431951
33,11,7915.74575090393,7347.76653947546
33,12,7987.85358032584,7367.76618436264
34,2,8041.72412898032,7942.71857836434
34,3,7683.76836510662,7532.65462995593
34,4,7567.46411670105,7364.24219701564
34,5,7530.76881501513,7275.43871079499
34,6,7561.34473792556,7253.9064491707
34,7,7628.6641225812,7269.11764929162
34,8,7699.59766338162,7287.94300555731
34,9,7771.60144134437,7307.83859898534
34,10,7843.63721125869,7327.76618436493
34,11,7915.74539578859,7347.76618436011
34,12,7987.85373007744,7367.76633411425
35,2,8041.72412898032,7942.71857836434
35,3,7683.76836514303,7532.65462999233
35,4,7567.46411670116,7364.24219701574
35,5,7530.76881501587,7275.43871079573
35,6,7561.34473799886,7253.906449244
35,7,7628.82325634242,7269.27678305283
35,8,7699.60661898119,7287.95196115688
35,9,7771.84034624783,7308.0775038888
35,10,7843.6539101946,7327.78288330085
35,11,7915.74539660584,7347.76618517737
35,12,7987.85358032293,7367.76618435974
36,2,8041.72412898032,7942.71857836434
36,3,7683.76836533991,7532.65463018922
36,4,7567.46411670096,7364.24219701554
36,5,7530.76881501543,7275.4387107953
36,6,7561.34474134392,7253.90645258906
36,7,7628.64496874104,7269.09849545145
36,8,7700.41698605664,7288.76232823233
36,9,7771.53405018443,7307.7712078254
36,10,7843.63721127899,7327.76618438524
36,11,7915.76389465283,7347.78468322436
36,12,7987.85358082884,7367.76618486565
37,2,8041.72412898032,7942.71857836434
37,3,7683.76836506073,7532.65462991003
37,4,7567.4641167,7364.24219701458
37,5,7530.76881501503,7275.4387107949
37,6,7561.34570716112,7253.90741840626
37,7,7628.91698387897,7269.37051058939
37,8,7700.41852325683,7288.76386543252
37,9,7771.73172858829,7307.96888622926
37,10,7843.63721128045,7327.76618438671
37,11,7915.74918870897,7347.7699772805
37,12,7987.85358032386,7367.76618436067
38,2,8041.72412898032,7942.71857836434
38,3,7683.76836529121,7532.65463014051
38,4,7567.46411670089,7364.24219701547
38,5,7530.76881501511,7275.43871079497
38,6,7561.34473817671,7253.90644942185
38,7,7628.64625474163,7269.09978145205
38,8,7699.56511766048,7287.91045983618
38,9,7771.78609439699,7308.02325203796
38,10,7843.63721165469,7327.76618476094
38,11,7915.74678902107,7347.7675775926
38,12,7987.85358031914,7367.76618435594
39,2,8041.72412898032,7942.71857836434
39,3,7683.76836520022,7532.65463004953
39,4,7567.46411670107,7364.24219701566
39,5,7530.76881501548,7275.43871079534
39,6,7561.345092826,7253.90680407114
39,7,7629.24780802989,7269.7013347403
39,8,7699.66681004485,7288.01215222054
39,9,7771.6433541256,7307.88051176658
39,10,7843.64962625042,7327.77859935667
39,11,7915.74539578642,7347.76618435795
39,12,7987.85358032273,7367.76618435954
40,2,8041.72412898032,7942.71857836434
40,3,7683.76836523671,7532.65463008602
40,4,7567.46411670093,7364.24219701551
40,5,7530.76881501532,7275.43871079518
40,6,7561.34474921419,7253.90646045933
40,7,7628.6440502211,7269.09757693151
40,8,7699.61985345232,7287.96519562802
40,9,7771.66314952232,7307.90030716329
40,10,7843.63721126733,7327.76618437358
40,11,7915.74539578629,7347.76618435782
40,12,7987.85358032734,7367.76618436414
41,2,8041.72412898032,7942.71857836434
41,3,7683.76836509773,7532.65462994704
41,4,7567.46411670096,7364.24219701554
41,5,7530.76881501555,7275.43871079541
41,6,7561.34617630355,7253.90788754869
41,7,7628.6645753251,7269.11810203551
41,8,7699.78070278332,7288.12604495901
41,9,7772.75979943819,7308.99695707917
41,10,7843.78166697724,7327.91064008349
41,11,7915.74539581947,7347.766184391
41,12,7987.91173029263,7367.82433432943
42,2,8041.72412898032,7942.71857836434
42,3,7683.7683651037,7532.654629953
42,4,7567.46411670079,7364.24219701537
42,5,7530.76881501556,7275.43871079542
42,6,7561.34615054313,7253.90786178827
42,7,7628.52557480562,7268.97910151604
42,8,7700.54255296943,7288.88789514513
42,9,7771.52903207545,7307.76618971643
42,10,7843.72157257089,7327.85054567714
42,11,7915.74539578784,7347.76618435936
42,12,7987.85358032445,7367.76618436125
43,2,8041.72412898032,7942.71857836434
43,3,7683.76836525989,7532.6546301092
43,4,7567.46411670084,7364.24219701543
43,5,7530.76881501552,7275.43871079538
43,6,7561.34473900162,7253.90645024676
43,7,7629.19541128322,7269.64893799363
43,8,7700.87537916606,7289.22072134175
43,9,7771.52902674878,7307.76618438975
43,10,7843.63721145912,7327.76618456537
43,11,7915.74539580309,7347.76618437462
43,12,7987.85358031928,7367.76618435609
44,2,8041.72412898032,7942.71857836434
44,3,7683.76836510151,7532.65462995082
44,4,7567.46411670106,7364.24219701564
44,5,7530.76881501522,7275.43871079508
44,6,7561.34474985525,7253.90646110038
44,7,7628.64764957067,7269.10117628109
44,8,7699.61926516943,7287.96460734513
44,9,7771.530284737,7307.76744237797
44,10,7844.6314749412,7328.76044804745
44,11,7916.7396594642,7348.76044803573
44,12,7987.85358032032,7367.76618435712
45,2,8041.72412898032,7942.71857836434
45,3,7683.76836541674,7532.65463026605
45,4,7567.46411670095,7364.24219701553
45,5,7598.04004000794,7342.7099357878
45,6,7561.34474678181,7253.90645802695
45,7,7629.23183827321,7269.68536498363
45,8,7699.60477695042,7287.95011912612
45,9,7771.77420522711,7308.01136286808
45,10,7844.63147492881,7328.76044803506
45,11,7915.97034226784,7347.99113083937
45,12,7987.85358033117,7367.76618436798
46,2,8041.72412898032,7942.71857836434
46,3,7683.76836505961,7532.65462990892
46,4,7567.46411670123,7364.24219701581
46,5,7530.76881501525,7275.43871079511
46,6,7561.34603298818,7253.90774423331
46,7,7628.52466077253,7268.97818748295
46,8,7699.62415921716,7287.96950139286
46,9,7771.52918953619,7307.76634717716
46,10,7843.63721125927,7327.76618436552
46,11,7915.74539593557,7347.7661845071
46,12,7988.84784399704,7368.76044803384
47,2,8041.72412898032,7942.71857836434
47,3,7683.76836511765,7532.65462996695
47,4,7567.46411670127,7364.24219701585
47,5,7530.76881501489,7275.43871079475
47,6,7561.34473821869,7253.90644946383
47,7,7628.64686691898,7269.10039362939
47,8,7701.3036744927,7289.64901666839
47,9,7771.55486892769,7307.79202656866
47,10,7843.6372112632,7327.76618436945
47,11,7915.74554448883,7347.76633306036
47,12,7987.85358042103,7367.76618445784
48,2,8041.72412898032,7942.71857836434
48,3,7683.76836510297,7532.65462995228
48,4,7567.46411670143,7364.24219701602
48,5,7530.76881501515,7275.43871079501
48,6,7561.34473817904,7253.90644942418
48,7,7629.20485085148,7269.6583775619
48,8,7699.6202574785,7287.9655996542
48,9,7771.76503678314,7308.00219442411
48,10,7843.6373032477,7327.76627635395
48,11,7915.74539580722,7347.76618437875
48,12,7987.85358032358,7367.76618436038
49,2,8041.72412898032,7942.71857836434
49,3,7683.76836510992,7532.65462995922
49,4,7567.46411670121,7364.24219701579
49,5,7530.76881501572,7275.43871079558
49,6,7561.34473793336,7253.9064491785
49,7,7628.64605327722,7269.09957998764
49,8,7700.46887213815,7288.81421431384
49,9,7771.53102632381,7307.76818396478
49,10,7843.63721350677,7327.76618661302
49,11,7915.74539584731,7347.76618441884
49,12,7987.85358282381,7367.76618686062
50,2,8041.72412898032,7942.71857836434
50,3,7683.76836510597,7532.65462995527
50,4,7567.46411670106,7364.24219701564
50,5,7530.76881501527,7275.43871079513
50,6,7561.34473814785,7253.90644939299
50,7,7629.19824544098,7269.65177215139
50,8,7700.42680976186,7288.77215193755
50,9,7771.53224741187,7307.76940505284
50,10,7843.63721125927,7327.76618436552
50,11,7915.74539579056,7347.76618436209
50,12,7987.85358083658,7367.76618487339
51,2,8041.72412898032,7942.71857836434
51,3,7683.76836506183,7532.65462991114
51,4,7567.46411670092,7364.2421970155
51,5,7530.76881501578,7275.43871079564
51,6,7561.34474965967,7253.90646090481
51,7,7628.65832453204,7269.11185124246
51,8,7699.60933267334,7287.95467484904
51,9,7771.61449134274,7307.85164898371
51,10,7843.64240660126,7327.77137970751
51,11,7915.74539579131,7347.76618436283
51,12,7987.85358032297,7367.76618435977
52,2,8041.72412898032,7942.71857836434
52,3,7683.76836509945,7532.65462994876
52,4,7567.4641167009,7364.24219701548
52,5,7530.76881501553,7275.43871079539
52,6,7561.3461653723,7253.90787661744
52,7,7628.64571048364,7269.09923719405
52,8,7700.55735363731,7288.90269581301
52,9,7772.52329040778,7308.76044804875
52,10,7844.63147495144,7328.76044805769
52,11,7915.74539814271,7347.76618671423
52,12,7987.85358033246,7367.76618436926
53,2,8041.72412898032,7942.71857836434
53,3,7683.76836524898,7532.65463009828
53,4,7567.46411670107,7364.24219701566
53,5,7530.76881501531,7275.43871079518
53,6,7561.34473809158,7253.90644933672
53,7,7628.64443148924,7269.09795819966
53,8,7700.81381616394,7289.15915833963
53,9,7771.53268289804,7307.76984053901
53,10,7843.68643884861,7327.81541195486
53,11,7915.74683260479,7347.76762117632
53,12,7987.85358032375,7367.76618436056
54,2,8041.72412898032,7942.71857836434
54,3,7683.76836510112,7532.65462995042
54,4,7567.46411670089,7364.24219701547
54,5,7530.76881501537,7275.43871079523
54,6,7561.34609682699,7253.90780807213
54,7,7628.68822236466,7269.14174907507
54,8,7700.50469956685,7288.85004174254
54,9,7772.52329040838,7308.76044804935
54,10,7843.63721127541,7327.76618438166
54,11,7915.78147965469,7347.80226822621
54,12,7987.8547330661,7367.7673371029
55,2,8041.72412898032,7942.71857836434
55,3,7683.76836513363,7532.65462998293
55,4,7567.46411670082,7364.2421970154
55,5,7530.76881501535,7275.43871079521
55,6,7561.34473882991,7253.90645007505
55,7,7629.19834856949,7269.65187527991
55,8,7700.91632084662,7289.26166302232
55,9,7771.52957909586,7307.76673673683
55,10,7843.6372112794,7327.76618438565
55,11,7915.74539578887,7347.7661843604
55,12,7987.85358032866,7367.76618436547
56,2,8041.72412898032,7942.71857836434
56,3,7683.76837257505,7532.65463742435
56,4,7567.46411670095,7364.24219701553
56,5,7530.7688150153,7275.43871079516
56,6,7561.34474825441,7253.90645949955
56,7,7629.195949629,7269.64947633941
56,8,7700.58995289701,7288.9352950727
56,9,7771.55874784105,7307.79590548202
56,10,7843.63995728455,7327.7689303908
56,11,7915.7453957884,7347.76618435992
56,12,7987.85358032779,7367.7661843646
57,2,8041.72412898032,7942.71857836434
57,3,7683.76836510416,7532.65462995346
57,4,7567.46411670099,7364.24219701557
57,5,7530.76881501531,7275.43871079517
57,6,7561.71709818306,7254.2788094282
57,7,7632.16973540138,7272.62326211179
57,8,7699.76704952234,7288.11239169803
57,9,7771.70953934373,7307.9466969847
57,10,7843.6372198404,7327.76619294665
57,11,7915.84047845372,7347.86126702525
57,12,7987.85358032705,7367.76618436386
58,2,8041.72412898032,7942.71857836434
58,3,7683.76836514771,7532.65462999702
58,4,7567.4641167011,7364.24219701568
58,5,7598.04003995299,7342.70993573285
58,6,7561.34545865136,7253.90716989649
58,7,7629.23154496867,7269.68507167909
58,8,7700.89245348455,7289.23779566024
58,9,7771.67887935324,7307.91603699421
58,10,7843.63721127058,7327.76618437683
58,11,7915.74539580725,7347.76618437878
58,12,7987.85358032658,7367.76618436339
59,2,8041.72412898032,7942.71857836434
59,3,7683.76836506518,7532.65462991449
59,4,7567.46411670094,7364.24219701553
59,5,7530.76881501524,7275.4387107951
59,6,7561.7171878084,7254.27889905354
59,7,7628.67820457205,7269.13173128247
59,8,7700.46212771539,7288.80746989109
59,9,7771.53104842355,7307.76820606452
59,10,7843.64145843581,7327.77043154206
59,11,7916.739659466,7348.76044803753
59,12,7987.85667089432,7367.76927493112
60,2,8041.72412898032,7942.71857836434
60,3,7683.76836528991,7532.65463013921
60,4,7567.46411670117,7364.24219701576
60,5,7530.76881501533,7275.4387107952
60,6,7561.34473983413,7253.90645107927
60,7,7629.19601525623,7269.64954196665
60,8,7699.60217786622,7287.94752004191
60,9,7771.85165561767,7308.08881325864
60,10,7843.85164506489,7327.98061817114
60,11,7915.7601666571,7347.78095522863
60,12,7987.85358032505,7367.76618436185
61,2,8041.72412898032,7942.71857836434
61,3,7683.76836508132,7532.65462993062
61,4,7567.46411670099,7364.24219701557
61,5,7530.76881501518,7275.43871079504
61,6,7561.34546701415,7253.90717825928
61,7,7629.19663566174,7269.65016237216
61,8,7699.52876587804,7287.87410805373
61,9,7772.52539254907,7308.76255019004
61,10,7843.63721306405,7327.7661861703
61,11,7915.74539579303,7347.76618436456
61,12,7987.85358032033,7367.76618435714
62,2,8041.72412898032,7942.71857836434
62,3,7683.76836510512,7532.65462995443
62,4,7567.46411670115,7364.24219701573
62,5,7530.76881501531,7275.43871079517
62,6,7561.34473834881,7253.90644959395
62,7,7629.20822063064,7269.66174734106
62,8,7700.4224069375,7288.76774911319
62,9,7772.5231300371,7308.76028767807
62,10,7843.63721126097,7327.76618436722
62,11,7915.74539579817,7347.7661843697
62,12,7987.8535803196,7367.7661843564
63,2,8041.72412898032,7942.71857836434
63,3,7683.76836938284,7532.65463423215
63,4,7567.46411670185,7364.24219701643
63,5,7530.76881501536,7275.43871079522
63,6,7561.34473919369,7253.90645043883
63,7,7628.64603847111,7269.09956518153
63,8,7699.63108797801,7287.9764301537
63,9,7771.53580796629,7307.77296560726
63,10,7843.64108999342,7327.77006309967
63,11,7915.74539579595,7347.76618436748
63,12,7987.85358033715,7367.76618437396
64,2,8041.72412898032,7942.71857836434
64,3,7683.76836509774,7532.65462994704
64,4,7567.46411670079,7364.24219701537
64,5,7530.76881501523,7275.43871079509
64,6,7561.34479210036,7253.9065033455
